"model_time","cost_drugs","cost_items","cost_total","count_drugs"
1,3680926.3785721,4420245.55694295,8101171.93551505,34723.99973448
2,2583405.47532969,408704.074696229,2992109.55002592,23681.7678189154
3,1757928.96684224,314147.075752473,2072076.04259471,16150.9656525003
4,1198418.45890272,236802.904894869,1435221.36379758,11014.9585750052
5,817270.326327387,174900.924102735,992171.250430123,7512.20174815354
6,55885.4562397425,127060.664104499,182946.120344242,5123.32159224071
7,38098.7611762098,91188.990492993,129287.751669203,3494.10532590817
8,25981.7553401471,64834.2069959783,90815.9623361254,2382.97983226937
9,17717.672470011,45755.1382608175,63472.8107308286,1625.19224560771
10,12082.3595712037,32096.4995949288,44178.8591661325,1108.38111150446
11,8238.49632378188,22407.7740730648,30646.2703968467,755.91591804604
12,5617.89817777577,15581.7995239145,21199.6977016902,515.534656107399
13,3830.5440856997,10800.7583703052,14631.3024560049,351.594635465246
14,2612.055804836,7466.55569699345,10078.6115018294,239.787541387298
15,1781.03024523154,5150.81388959473,6931.84413482628,163.535103226137
16,1214.59830624812,3546.95844823515,4761.55675448327,111.530940400226
17,828.279546918117,2438.66748927204,3266.94703619016,76.0641013529538
18,564.809069069494,1674.52852287693,2239.33759194643,51.8757171227145
19,385.15793751246,1148.56373003003,1533.72166754249,35.3792390776913
20,262.64129060776,787.076868006392,1049.71815861415,24.1286410509855
21,179.09901464806,538.976128152649,718.07514280071,16.4557331967721
22,122.138961730416,368.864036882542,491.002998612958,11.2228100401986
23,83.2967658904182,252.306116189293,335.602882079711,7.65395644741542
24,56.8054520215185,172.490481935105,229.295933956624,5.21999829713731
25,38.7369559070018,117.869879314779,156.606835221781,3.56003883864765
26,26.4145511934673,80.5129173985813,106.927468592049,2.42794648795769
27,18.011394652718,54.9818397994663,72.9932344521843,1.65585950478715
28,12.2826222067504,37.5391043097831,49.8217265165335,1.12929618226483
