"model_time","cost_drugs","cost_items","cost_total","count_drugs"
1,395523.335801407,999904.455684858,1395427.79148627,3683.00001456
2,357399.663141512,243350.458332013,600750.121473525,2511.80600992992
3,197744.350818841,111190.435196771,308934.786015612,1713.05169877221
4,128723.304895226,65495.391888704,194218.69678393,1168.30125856264
5,86971.3014827065,41499.6799413741,128470.981424081,796.781458339723
6,6008.12102581375,26816.2227748006,32824.3438006143,543.404954587691
7,4076.01895524097,17460.4182291275,21536.4371843684,370.602179028805
8,2772.9464609483,11424.9853009187,14197.931761867,252.750686097645
9,1887.64048631263,7507.27179172568,9394.9122780383,172.375967918594
10,1285.32747133576,4950.93927596767,6236.26674730343,117.560410120481
11,875.113107166137,3276.41437165483,4151.52747882096,80.1761997021681
12,595.992896256361,2174.98555466504,2770.9784509214,54.6801681968786
13,405.885946371944,1447.88153196624,1853.76747833818,37.2918747102712
14,276.450670785211,966.413493778469,1242.86416456368,25.433058552405
15,188.330404456529,646.574403825441,834.90480828197,17.3453459327402
16,128.305882476482,433.441949139007,561.747831615489,11.8295259261288
17,87.4050700093047,291.12286381825,378.527933827554,8.0676635732942
18,59.5565419847632,195.879140770706,255.43568275547,5.50209669756037
19,40.5856853166228,132.009975998132,172.595661314755,3.75239594391559
20,27.6626125563265,89.0884966233681,116.751109179695,2.55911084335495
21,18.8544236111881,60.1977890331606,79.0522126443488,1.74529777946167
22,12.8523855206085,40.7197271129732,53.5721126335816,1.19028229937884
23,8.76098743163636,27.571035077797,36.3320225094333,0.811765172045066
24,5.9725646715801,18.6845318042291,24.6570964758092,0.553618830498649
25,4.07183364781119,12.6718525224466,16.7436861702577,0.377564620948873
26,2.77607473353755,8.59936115973862,11.3754358932762,0.257496738078554
27,1.89261924060498,5.83928947804098,7.73190871864597,0.175611183999345
28,1.29044825847734,3.96729081153948,5.25773907001683,0.119765742182892
