"model_time","cost_drugs","cost_items","cost_total","count_drugs"
1,163954.626256796,552878.137424167,716832.763680962,1513.99998048
2,169190.226816955,153386.050267309,322576.277084264,1032.54798668736
3,84286.1487323313,66458.0929112477,150744.241643579,704.197726920779
4,53342.3108793153,37693.6606378833,91035.9715171986,480.262849759972
5,35829.7485934917,23188.6973834451,59018.4459769368,327.539263536301
6,2493.15918112358,14589.9827891252,17083.1419702488,223.381777731757
7,1686.23552941491,9262.72978497225,10948.9653143872,152.346372413058
8,1145.61348638118,5916.61846866541,7062.23195504659,103.900225985706
9,779.129586943807,3799.89106101592,4579.02064795973,70.8599541222513
10,530.115786487943,2452.68395885569,2982.79974534363,48.3264887113754
11,360.68269743594,1590.89334328731,1951.57604072325,32.958665301158
12,245.500051343149,1036.65521894796,1282.1552702911,22.4778097353898
13,167.105911295975,678.422170125461,845.528081421437,15.3298662395358
14,113.765991286467,445.823076514604,559.589067801071,10.4549687753634
15,77.4731289501596,294.088211612707,371.561340562867,7.13028870479785
16,52.7634988809668,194.648756968992,247.412255849959,4.86285689667214
17,35.9330397771166,129.248434110991,165.181473888107,3.31643479049706
18,24.478167221043,86.0785361030797,110.556703324123,2.2617856032626
19,16.6774513922008,57.4858994692851,74.1633508614859,1.54252214751348
20,11.3650822485058,38.4834478729725,49.8485301214783,1.05198944238454
21,7.74504426536497,25.8190486349122,33.5640929002772,0.717449528146153
22,5.27881554043726,17.3556866208295,22.6345021612668,0.489295619041948
23,3.5979432962512,11.6869092767593,15.2848525730105,0.333696230078045
24,2.45255437933429,7.88198469375497,10.3345390730893,0.227578522338564
25,1.67190008837767,5.32309462860861,6.99499471698628,0.155206979166924
26,1.13977404911057,3.59910041364445,4.73887446275502,0.105850086970355
27,0.777000537955905,2.43611664741535,3.21311718537125,0.072189027656944
28,0.529754633056371,1.65053292016791,2.18028755322428,0.0492324178771294
