"model_time","cost_drugs","cost_items","cost_total","count_drugs"
1,764126.156714422,1423064.92890201,2187191.08561643,7161.99993938
2,613140.013564841,277054.323785132,890194.337349974,4884.48395865716
3,373498.82678212,139911.121581224,513409.948363344,3331.21805980418
4,248745.850075698,87778.307874348,336524.157950046,2271.89071678645
5,168843.923742978,58191.8165005496,227035.740243528,1549.42946884836
6,11602.8422482377,39062.9796794314,50665.821927669,1056.71089775458
7,7891.72378409365,26314.0435971694,34205.767381263,720.676832268625
8,5375.12633205797,17754.578904322,23129.70523638,491.501599607202
9,3662.11816967415,11993.4180260631,15655.5361957372,335.204090932112
10,2495.34328139395,8108.27514882356,10603.6184302175,228.6091900157
11,1700.05432420093,5486.31692804923,7186.37125225016,155.911467590707
12,1158.44523609394,3714.75082784838,4873.19606394233,106.331620896862
13,789.324946981185,2516.73308245533,3306.05802943652,72.5181654516602
14,537.848388424479,1706.16771186501,2244.01610028949,49.4573888380323
15,366.541425456017,1157.28520727904,1523.82663273505,33.729939187538
16,249.800046870758,785.252878360646,1035.0529252314,23.0038185259009
17,170.223343720789,533.058046104638,703.281389825426,15.688492012723
18,116.017213442777,362.023165769868,478.040379212645,10.6994750178605
19,79.0789039995159,245.978345781153,325.057249780669,7.29698976580933
20,53.9085709953913,167.188748410028,221.097319405419,4.97651142261121
21,36.7492739543221,113.675144562478,150.4244185168,3.39395651278305
22,25.0540401866559,77.3112814172416,102.365321603897,2.3146617846239
23,17.0805250489011,52.5942917979982,69.6748168468993,1.57858804525607
24,11.6453886513773,35.7887896011409,47.4341782525182,1.07658934587295
25,7.94002925875074,24.3584941484245,32.2985234071753,0.734228681846596
26,5.41374480937332,16.5813700736569,21.9951148830302,0.500740379154567
27,3.69116055483819,11.2896049006961,14.9807654555343,0.341502495769087
28,2.5168969473146,7.68813158581422,10.2050285331288,0.232903036127062
