"model_time","cost_drugs","cost_items","cost_total","count_drugs"
1,1342755.06338969,15248197.1587485,16590952.2221382,0
2,3937654.76440706,6977706.05973455,10915360.8241416,0
3,4274795.51832843,7928271.9251584,12203067.4434868,0
4,2693374.65325364,6099647.06663847,8793021.7198921,0
5,1693866.12834421,4444522.75334569,6138388.8816899,0
6,1065143.68187084,3128630.73205375,4193774.41392459,0
7,669882.059717542,2150561.44017541,2820443.49989295,0
8,421170.07523862,1452667.48031388,1873837.5555525,0
9,264725.368176759,968372.979932874,1233098.34810963,0
10,166389.220117034,638991.23893562,805380.459052654,0
11,104543.230472626,418215.98658536,522759.217057986,0
12,65678.4183969679,271932.778849487,337611.197246454,0
13,41272.8449811885,175895.930462388,217168.775443577,0
14,25934.0900352114,113279.827963879,139213.91799909,0
15,16294.717406452,72689.1829609902,88983.9003674423,0
16,10237.542406639,46501.0049493231,56738.5473559621,0
17,6431.6295628322,29671.3400355766,36102.9695984088,0
18,4040.41247776322,18891.391452413,22931.8039301762,0
19,2538.12104780284,12005.5782826544,14543.6993304572,0
20,1594.34812449232,7617.4846093034,9211.83273379573,0
21,1001.47508074086,4826.67013093059,5828.14521167144,0
22,629.049802913081,3054.73823018284,3683.78803309592,0
23,395.111174943718,1931.34977193196,2326.46094687567,0
24,248.167162157521,1220.02344663069,1468.19060878821,0
25,155.869517196,770.099408905659,925.968926101658,0
26,97.89735344768,485.781005224624,583.678358672304,0
27,61.478331581011,306.248151458512,367.726483039523,0
28,38.6025490668115,192.962049216969,231.564598283781,0
