"model_time","cost_drugs","cost_items","cost_total","count_drugs"
1,1118132.72926375,12886165.1418813,14004297.8711451,0
2,3330033.72231658,5897436.7768176,9227470.49913418,0
3,3665161.5870563,6768727.84915796,10433889.4362143,0
4,2330330.09906976,5243899.37716251,7574229.47623227,0
5,1464326.14460435,3825802.67539927,5290128.82000362,0
6,919026.167457776,2693564.31124426,3612590.47870204,0
7,576711.787610465,1850719.20621065,2427430.99382112,0
8,362092.306586885,1249625.0949064,1611717.40149328,0
9,227318.348764307,832608.785506638,1059927.13427094,0
10,142687.464456668,549057.423437851,691744.887894519,0
11,89561.9768351836,359129.905888551,448691.882723735,0
12,56215.0922286014,233367.985158046,289583.077386647,0
13,35284.4079696464,150838.203586219,186122.611555865,0
14,22147.0402265,97068.055404347,119215.095630847,0
15,13903.3751773262,62240.7116226983,76144.0868000245,0
16,8730.07459539838,39790.8520413088,48520.9266367072,0
17,5480.64476233296,25372.5821684916,30853.2269308245,0
18,3440.68173180087,16143.7144727072,19584.3962045081,0
19,2160.02439254378,10252.8076668689,12412.8320594127,0
20,1355.99170556638,6501.20793476752,7857.19964033391,0
21,851.380816396232,4116.96789796007,4968.34871435631,0
22,534.639310090846,2604.25865981731,3138.89796990816,0
23,335.727970232225,1645.76488778938,1981.49285802161,0
24,210.786674573647,1039.12704932337,1249.91372389702,0
25,132.320983666421,655.58538038261,787.906364049031,0
26,83.054912354595,413.325586838576,496.380499193171,0
27,52.1384524615487,260.446344602023,312.584797063572,0
28,32.7361538935709,164.041512624832,196.777666518403,0
