"model_time","cost_drugs","cost_items","cost_total","count_drugs"
1,2668.994023973,74579.1090486376,77248.1030726106,0
2,8281.7655062491,34649.6740337664,42931.4395400155,0
3,5250.74871823528,22466.6080208745,27717.3567391098,0
4,3027.71367071844,13451.8719779831,16479.5856487015,0
5,1758.78503139711,8020.3480238812,9779.13305527831,0
6,1055.03005020636,4823.68392597371,5878.71397618007,0
7,637.865501056505,2933.05721555835,3570.92271661486,0
8,392.100919583181,1806.13705674373,2198.23797632692,0
9,243.519987403733,1117.24760543743,1360.76759284116,0
10,150.783054598008,687.650728013955,838.433782611963,0
11,92.4325475631977,423.594077533113,516.026625096311,0
12,57.1948250277773,262.050885893703,319.24571092148,0
13,35.4662493383159,162.036830012237,197.503079350553,0
14,21.9193782851988,100.554116547597,122.473494832796,0
15,13.668311485469,62.5292250379199,76.1975365233889,0
16,8.49597588407724,38.6946265346678,47.190602418745,0
17,5.23794716964786,23.9138553978436,29.1518025674915,0
18,3.24365990352762,14.8620906508108,18.1057505543384,0
19,2.02667008297129,9.29392665394544,11.3205967369167,0
20,1.2718334626566,5.80548589899546,7.07731936165206,0
21,0.79239378796589,3.61741381164265,4.40980759960854,0
22,0.493337078617423,2.24062393319846,2.73396101181588,0
23,0.304102462456119,1.38956118244303,1.69366364489915,0
24,0.189558849992497,0.868187067996065,1.05774591798856,0
25,0.119003174189672,0.543485008618143,0.662488182807815,0
26,0.0744652477434373,0.339460349465364,0.413925597208802,0
27,0.046447746410725,0.212118341427478,0.258566087838203,0
28,0.0290692318981029,0.132701846851362,0.161771078749465,0
