"model_time","cost_drugs","cost_items","cost_total","count_drugs"
1,4626.78898369836,238751.899802301,243378.688785999,0
2,33590.2995241484,110040.09004301,143630.389567158,0
3,12663.1689569575,51192.3619736685,63855.530930626,0
4,5404.18599695629,24396.5515223039,29800.7375192602,0
5,2680.64108232383,12547.0481084049,15227.6891907287,0
6,1479.5629385469,6929.39357327628,8408.95651182317,0
7,863.515575446546,4012.72172241069,4876.23729785724,0
8,517.011863685703,2386.40444873652,2903.41631242223,0
9,313.096725605644,1439.50757895602,1752.60430456166,0
10,190.807120423206,877.501133992997,1068.3082544162,0
11,117.324280530921,538.910025236745,656.234305767666,0
12,72.4018688401016,331.346577558218,403.748446398319,0
13,44.5213441631869,203.66355038933,248.184894552517,0
14,27.3930622430159,125.159222444334,152.55228468735,0
15,16.8418642544789,77.0074820519189,93.8493463063979,0
16,10.385174677621,47.4600899307332,57.8452646083542,0
17,6.41045021604979,29.2785582963457,35.6890085123954,0
18,3.96020212697585,18.1113044672704,22.0715065942462,0
19,2.45731437812087,11.2338689307358,13.6911833088567,0
20,1.52682347588707,6.96024156973343,8.4870650456205,0
21,0.945067888816894,4.32304262337581,5.2681105121927,0
22,0.58929605843049,2.69146376101049,3.28075981944098,0
23,0.367130804957756,1.67539658848411,2.04252739344186,0
24,0.228582146387702,1.04322204709149,1.27180419347919,0
25,0.14244798201105,0.650349456422582,0.792797438433633,0
26,0.0889140966018784,0.405903352940879,0.494817449542757,0
27,0.0555451837319111,0.253474922495135,0.309020106227047,0
28,0.0347049981224182,0.158494489596002,0.19319948771842,0
