"model_time","cost_drugs","cost_items","cost_total","count_drugs"
1,2516409.35237644,3332811.05134564,5849220.40372208,23709.99986472
2,1813389.31451252,397872.849405828,2211262.16391835,16170.219907739
3,1207109.20020608,260858.253165327,1467967.4533714,11028.089977078
4,819267.803018355,185660.178018478,1004927.98103683,7521.15736436721
5,558203.092108498,132987.551724489,691190.643832986,5129.42932249844
6,38191.9099848992,94585.3582965502,132777.268281449,3498.27079794393
7,26017.0236946966,66793.98921161,92811.0129063066,2385.82068419776
8,17736.2412586932,46886.1100500493,64622.3513087425,1627.12970662287
9,12091.4882168384,32748.5880862962,44840.0763031347,1109.7024599168
10,8243.77894305171,22778.755742895,31022.5346859467,756.817077663258
11,5619.86317223703,15791.6920394383,21411.5552116754,516.149246966342
12,3831.54835940838,10917.0766974415,14748.6250568499,352.013786431045
13,2612.06296268225,7530.29817384597,10142.3611365282,240.073402345973
14,1780.92468933731,5184.12806434471,6965.05275368202,163.730060399953
15,1214.15285777455,3563.78768271507,4777.94054048962,111.663901192768
16,827.936222567692,2446.82922539282,3274.76544796051,76.1547806134679
17,564.55175521425,1678.01919126555,2242.5709464798,51.9375603783851
18,384.938112756241,1149.72217472608,1534.66028748232,35.4214161780586
19,262.480584945111,787.124800577346,1049.60538552246,24.157405833436
20,178.974249577468,538.525164291659,717.499413869127,16.4753507784033
21,122.037723380677,368.264740734838,490.302464115515,11.2361892308711
22,83.2218794254853,251.736449545474,334.95832897096,7.66308105545407
23,56.7542358921696,172.015306373322,228.769542265492,5.22622127981968
24,38.7031064905683,117.494862466302,156.197968956871,3.56428291283702
25,26.391416194332,80.2262000610544,106.617616255386,2.43084094655485
26,17.9953183184592,54.7616347509059,72.7569530693652,1.65783352555041
27,12.2699041512805,37.373921707992,49.6438258592725,1.13064246442538
28,8.36704305205302,25.5039586391437,33.8710016911967,0.771098160738107
