"model_time","cost_drugs","cost_items","cost_total","count_drugs"
1,1066305.1624548,12766705.8856061,13833011.0480609,0
2,3293775.60386543,5829863.89812316,9123639.5019886,0
3,3643248.45745821,6719745.98029081,10362994.437749,0
4,2304326.37272077,5191046.24208672,7495372.61480748,0
5,1447803.99709456,3785621.46494536,5233425.46203992,0
6,909321.368885798,2665613.44492664,3574934.81381244,0
7,571011.533217583,1831870.13703361,2402881.67025119,0
8,358632.379794349,1237106.23163593,1595738.61143028,0
9,225213.447531694,824386.296375766,1049599.74390746,0
10,141570.378673659,543948.945250003,685519.323923661,0
11,88913.4718270275,355941.564955875,444855.036782902,0
12,55793.5858126187,231331.132194471,287124.71800709,0
13,35034.1685889619,149564.797953551,184598.966542513,0
14,22013.8243794675,96297.9598932322,118311.7842727,0
15,13826.1496059824,61772.4493005091,75598.5989064915,0
16,8683.24790076668,39504.077253628,48187.3251543946,0
17,5453.01950993516,25198.4214554971,30651.4409654323,0
18,3422.98540146343,16036.319176251,19459.3045777144,0
19,2149.42650094309,10187.2228899611,12336.6493909042,0
20,1350.17692679827,6461.98640748714,7812.16333428542,0
21,848.096506342622,4093.55320182729,4941.64970816991,0
22,532.706573955485,2590.23556660649,3122.94214056197,0
23,334.59581082882,1637.3842215513,1971.98003238012,0
24,210.157014512125,1034.17124828155,1244.32826279367,0
25,131.995570035009,652.701220351844,784.696790386853,0
26,82.9025486887527,411.679288418026,494.581837106779,0
27,52.0679324652585,259.515200246908,311.583132712166,0
28,32.7014841269793,163.514879671271,196.216363798251,0
