"model_time","cost_drugs","cost_items","cost_total","count_drugs"
1,731166.798761337,861219.150784919,1592385.94954626,6899.00002417
2,510603.916589654,74776.3134219036,585380.230011557,4705.11801648394
3,348899.355496837,59887.5146332357,408786.870130073,3208.89048724205
4,238045.151085533,45730.2926155462,283775.443701079,2188.46331229908
5,162364.471663531,34017.3335664096,196381.805229941,1492.53197898797
6,11104.6557890194,24845.6117785385,35950.2675675579,1017.9068096698
7,7575.69360149824,17908.5578774126,25484.2514789109,694.2124441948
8,5169.1731774519,12776.2597984144,17945.4329758663,473.452886940854
9,3526.15709469108,9043.14913087146,12569.3062255625,322.894868893662
10,2405.72970612145,6361.10615352305,8766.8358596445,220.214300585478
11,1641.27476675872,4451.12969383202,6092.40446059074,150.186152999296
12,1119.50627108509,3101.32534100563,4220.83161209073,102.42695634552
13,763.562955050049,2153.64805885137,2917.21101390142,69.8551842276444
14,520.850120486066,1491.44273147805,2012.29285196411,47.6412356432535
15,355.285792348799,1030.37720713841,1385.66299948721,32.4913227086989
16,242.326813085184,710.458838984887,952.785652070071,22.1590820873326
17,165.287753228878,489.045938284069,654.333691512947,15.1124939835608
18,112.731087175462,336.152165944022,448.883253119484,10.3067208967885
19,76.8839444927088,230.796132855463,307.680077348171,7.02918365160976
20,52.4387257838159,158.308823799251,210.747549583067,4.79390325039785
21,35.7658798167714,108.497866182178,144.263745998949,3.26944201677134
22,24.3939451816568,74.3069095392923,98.7008547209491,2.22975945543805
23,16.637623684007,50.8597789396276,67.4974026236346,1.52069594860875
24,11.3474187006861,34.793295567484,46.1407142681701,1.03711463695117
25,7.73926744124447,23.7916865205196,31.5309539617641,0.707312182400696
26,5.27837255101001,16.2626483625272,21.5410209135372,0.482386908397275
27,3.5999626850653,11.1126430242715,14.7126057093368,0.328987871526941
28,2.45524053813997,7.59143141163838,10.0466719497784,0.224369728381374
