"model_time","cost_drugs","cost_items","cost_total","count_drugs"
1,10961454.7977625,12147638.2995576,23109093.0973201,103498.00100445
2,7538740.64095872,829993.53876042,8368734.17971914,70585.6366850349
3,5217487.71730594,784947.840727968,6002435.5580339,48139.4042191938
4,3568847.88231009,627860.718955266,4196708.60126536,32831.0736774902
5,2435511.51538847,477647.868135598,2913159.38352407,22390.7922480483
6,166599.883218592,354020.545985994,520620.429204586,15270.5203131689
7,113706.264976612,257918.844185606,371625.109162218,10414.4948535812
8,77597.5307509137,185523.307394724,263120.838145637,7102.68549014239
9,52942.4430559298,132164.539804829,185106.982860758,4844.03150427711
10,36122.9179653251,93443.9540374863,129566.872002811,3303.62948591699
11,24645.7132819501,65660.6007120004,90306.3139939505,2253.07530939538
12,16812.3891983203,45907.5185595565,62719.9077578768,1536.59736100765
13,11468.017216983,31970.0284739125,43438.0456908955,1047.95940020722
14,7823.02166199795,22191.6745699684,30014.6962319663,714.708310941323
15,5336.45307799585,15361.4755098735,20697.9285878694,487.431068061982
16,3639.95337409965,10609.386480298,14249.3398543976,332.427988418272
17,2482.82360024729,7313.19291683594,9796.01651708323,226.715888101261
18,1693.42325506018,5032.81720166644,6726.24045672663,154.62023568506
19,1154.9770869444,3458.91652984898,4613.89361679337,105.451000737211
20,787.765870030649,2374.56710288547,3162.33297291612,71.9175825027779
21,537.302820281349,1628.59297344853,2165.89579372988,49.0477912668946
22,366.468376635159,1116.05603037923,1482.52440701439,33.4505936440221
23,249.947834681175,764.288690739516,1014.23652542069,22.8133048652231
24,170.474045235156,523.084046171528,693.558091406683,15.5586739180821
25,116.268938717932,357.821068158914,474.090006876846,10.611015612132
26,79.2987213505849,244.665529395312,323.964250745897,7.23671264747403
27,54.083664800095,167.231985766487,221.315650566582,4.93543802557729
28,36.8861943844853,114.269089801314,151.1552841858,3.36596873344371
