"model_time","cost_drugs","cost_items","cost_total","count_drugs"
1,13287754.1502194,14877261.370355,28165015.5205744,125448.99863355
2,9161702.23037416,1063946.1863159,10225648.4166901,85556.2170680811
3,6327387.82488675,974293.650455706,7301681.47534246,58349.3400404313
4,4326313.95879403,773123.894633524,5099437.85342756,39794.2499075741
5,2952216.43149158,585866.24068727,3538082.67217885,27139.6784369656
6,201983.532000197,433203.520580036,635187.052580233,18509.2606940105
7,137864.70705055,315025.165298716,452889.872349265,12623.3157933152
8,94069.3996777057,226267.598210648,320336.997888354,8609.10137104094
9,64176.3755888463,160997.819168414,225174.19475726,5871.40713504992
10,43783.462103338,113722.959969718,157506.422073056,4004.29966610405
11,29871.5858746029,79855.8922805805,109727.478155183,2730.93237228296
12,20378.2518675572,55806.3777200903,76184.6295876474,1862.49587789698
13,13901.5298932103,38846.438009095,52747.9679023052,1270.22218872574
14,9482.65187127068,26952.96883309,36435.6207043607,866.291532710954
15,6468.13038829078,18650.1378935499,25118.2682818406,590.810825308871
16,4411.67319180979,12876.7169919932,17288.3901838029,402.93298286065
17,3009.18645117509,8874.09360982427,11883.2800609994,274.800294310963
18,2052.48031857161,6105.86241327054,8158.34273184214,187.413800720077
19,1399.86930561653,4195.60030037112,5595.46960598765,127.816212091092
20,954.768637974195,2879.76801145789,3834.53664943208,87.170656646125
21,651.184184880148,1974.68572240667,2625.86990728682,59.4503878326572
22,444.112373873451,1352.97126658129,1797.08364045474,40.5451645018722
23,302.891140709157,926.34790092592,1229.23904163508,27.6518021902769
24,206.56988253547,633.895510678463,840.465393213933,18.8585290937688
25,140.885343514355,433.558572350484,574.443915864839,12.8615168419503
26,96.0846201778219,296.408035419856,392.492655597677,8.77155448621012
27,65.529660749514,202.569139382641,268.098800132155,5.9822001595953
28,44.6909941030988,138.398470319901,183.089464423,4.079860508844
