"model_time","cost_drugs","cost_items","cost_total","count_drugs"
1,139996.860538285,425964.353841535,565961.214379819,1297.00000506
2,137453.901792401,113380.311345928,250834.213138328,884.55400345092
3,71173.983877112,49880.5391995877,121054.5230767,603.265830353527
4,45544.3204208267,28626.0050939742,74170.3255148009,411.427296301106
5,30664.2899011434,17776.0444507984,48440.3343519418,280.593416077354
6,2125.72067448818,11279.9010209953,13405.6216954835,191.364709764755
7,1439.35387390552,7219.44679391585,8658.80066782137,130.510732059563
8,978.225228920553,4647.27093710398,5625.49616602454,89.0083192646221
9,665.36681874066,3006.81559257735,3672.18241131801,60.7036737384722
10,452.766305258714,1954.79183887665,2407.55814413536,41.3999054896381
11,308.178579728563,1276.72363295852,1584.90221268708,28.2347355439332
12,209.835449332085,837.337068447307,1047.17251777939,19.2560896409624
13,142.866625925553,551.343742348807,694.21036827436,13.1325332611449
14,97.2986807323492,364.364506188221,461.66318692057,8.95630593078489
15,66.2719236987925,241.625210798319,307.897134497112,6.10814488954277
16,45.1502516118548,160.724314671047,205.874566282902,4.16571678993303
17,30.7611157622841,107.205972453546,137.96708821583,2.84099291810168
18,20.9596468122145,71.6944508153171,92.6540976275316,1.93753948425132
19,14.2841918392916,48.0584257129898,62.3426175522814,1.32138986658977
20,9.73580032646783,32.2828617586968,42.0186620851646,0.901179663030622
21,6.63655774239126,21.7258455401372,28.3624032825285,0.614598920117278
22,4.52403051622608,14.6442917394747,19.1683222557008,0.419152637487436
23,3.08392942108471,9.88431942604419,12.9682488471289,0.285859489436052
24,2.10218648749422,6.67984593161978,8.78203241911399,0.194954392248313
25,1.4330881283288,4.51935832882577,5.95244645715458,0.132957681873322
26,0.977015511379111,3.06083026972305,4.03784578110216,0.0906763113426625
27,0.666152538152938,2.07478724674132,2.74093978489425,0.0618406798528972
28,0.454190741828874,1.40759042270524,1.86178116453412,0.0421749586859212
