"model_time","cost_drugs","cost_items","cost_total","count_drugs"
1,4594.82502493192,252644.731290547,257239.556315479,0
2,36000.4141674519,110815.067721057,146815.481888508,0
3,11598.1379748299,46885.29667186,58483.4346466899,0
4,4602.88009231341,21252.2836811985,25855.1637735119,0
5,2257.49266418623,10762.0896838038,13019.58234799,0
6,1262.95983043554,5966.68254379614,7229.64237423168,0
7,749.043515913898,3492.85849268285,4241.90200859675,0
8,454.815092309307,2101.67747104896,2556.49256335827,0
9,278.528521304483,1281.45109350752,1559.979614812,0
10,171.319606505358,784.33475546089,955.654361966248,0
11,105.070335707757,481.450737704351,586.521073412108,0
12,64.7405026975651,295.992902481116,360.733405178681,0
13,39.8344447218655,182.095023892604,221.92946861447,0
14,24.5478560625747,112.301436354183,136.849292416758,0
15,15.1803490118412,69.3875852106688,84.56793422251,0
16,9.39170733205387,42.8453265158121,52.237033847866,0
17,5.79803953927315,26.4967240331696,32.2947635724427,0
18,3.59556323864473,16.4280317168892,20.0235949555339,0
19,2.23359816230881,10.2123026490606,12.4459008113694,0
20,1.39181297396051,6.35577386587341,7.74758683983392,0
21,0.866712917613489,3.960207224108,4.82692014172149,0
22,0.540842133297702,2.4690929354836,3.0099350687813,0
23,0.337309860212675,1.54062320219566,1.87793306240834,0
24,0.210707638381344,0.962249738657282,1.17295737703863,0
25,0.131703631686507,0.601337952116401,0.733041583802909,0
26,0.0823443937254444,0.37573278487956,0.458077178605004,0
27,0.051450052160599,0.23496846092496,0.286418513085559,0
28,0.03221361722318,0.147083065185717,0.179296682408897,0
