"model_time","cost_drugs","cost_items","cost_total","count_drugs"
1,11982724.9241787,13419244.1351922,25401969.0593709,113127.99882902
2,8262378.15777698,960567.197907173,9222945.35568415,77153.2952013916
3,5705987.96043845,878863.370458051,6584851.3308965,52618.5473273491
4,3901367.15779144,697130.150293384,4598497.30808482,35885.8492772521
5,2662208.7780991,528132.011061883,3190340.78916098,24474.1492070859
6,182093.334925525,390432.031953503,572525.366879027,16691.3697592326
7,124282.075513323,283862.750827854,408144.826341177,11383.5141757966
8,84794.8919296382,203837.97787359,288632.869803228,7763.5566678933
9,57843.7536825441,145009.555378184,202853.309060728,5294.74564750323
10,39461.1133320387,102415.565302871,141876.67863491,3611.0165315972
11,26922.3166406723,71907.4258117131,98829.7424523854,2462.71327454929
12,18365.8137114678,50246.4197001209,68612.2334115887,1679.57045324262
13,12528.4783962624,34972.6556625445,47501.1340588068,1145.46704911146
14,8545.82622546126,24262.7621991019,32808.5884245632,781.208527494019
15,5828.95399501105,16786.8263232719,22615.780318283,532.784215750921
16,3975.56276915172,11589.2253247884,15564.7880939401,363.358835142128
17,2711.69424616185,7986.22594942352,10697.9201955854,247.810725566931
18,1849.54370359643,5494.52353307902,7344.06723667545,169.006914836647
19,1261.42686385901,3775.24012263027,5036.66698648928,115.262715918593
20,860.33085620559,2591.06609151954,3451.39694772513,78.6091722564806
21,586.765406249191,1776.58950626623,2363.35491251542,53.6114554789198
22,400.168115443593,1217.15945891483,1617.32757435843,36.5630126366233
23,272.915884600099,833.300044478884,1106.21592907898,24.9359746181771
24,186.122250619496,570.18938792194,756.311638541436,17.0063346895968
25,126.938874231685,389.964946329559,516.903820561244,11.598320258305
26,86.5719435116021,266.589961092601,353.161904604203,7.910054416164
27,59.0411933864993,182.181200943475,241.222394329974,5.39465711182385
28,40.2653290241894,124.463643567526,164.728972591715,3.67915615026387
