"model_time","cost_drugs","cost_items","cost_total","count_drugs"
1,1292714.11108615,2018931.09214833,3311645.20323448,12152.00004816
2,978209.261479093,320955.727135043,1299164.98861414,8287.66403284512
3,625280.731815822,179245.456528042,804526.188343864,5652.18687040037
4,420835.376814282,118767.847210222,539603.224024503,3854.79144561305
5,286260.085796581,81580.1270109793,367840.21280756,2628.9677659081
6,19621.3989390403,56302.2924940715,75923.6914331118,1792.95601634933
7,13361.0678882082,38817.5498699112,52178.6177581194,1222.79600315024
8,9104.97908765441,26715.1885390044,35820.1676266588,833.946874148463
9,6205.47404100167,18356.1414661355,24561.6155071372,568.751768169252
10,4229.58352334344,12592.7776360385,16822.3611593819,387.88870589143
11,2882.32321588367,8628.70097691647,11511.0241928001,264.540097417955
12,1964.49261360033,5906.19421241024,7870.68682601057,180.416346439045
13,1338.80290239506,4039.04048930108,5377.84339169614,123.043948271429
14,912.422019177237,2760.36597033016,3672.7879895074,83.9159727211145
15,621.903080759737,1885.41923031735,2507.32231107709,57.2306933958001
16,423.885591030329,1287.02235493231,1710.90794596264,39.0313328959357
17,288.886899472157,878.219622993887,1167.10652246604,26.6191918999474
18,196.913060943836,599.113174032721,796.026234976557,18.154168070443
19,134.230135963947,408.64551125256,542.875647216508,12.3810602353614
20,91.5119774556948,278.679413723893,370.191391179588,8.44382689181006
21,62.3873827477188,190.025972628741,252.41335537646,5.75865161977171
22,42.5352578703835,129.559464295526,172.094722165909,3.92737427031625
23,28.9997149675798,88.3274999783086,117.327214945888,2.67845142883528
24,19.7726235617838,60.2154089221752,79.988032483959,1.82669171890563
25,13.4817979639682,41.0491649823941,54.5309629463623,1.24579546225687
26,9.19257272149166,27.9816480750686,37.1742207965602,0.849626851491727
27,6.26779766310681,19.0742818312026,25.3420794943094,0.57944165687361
28,4.27393022981263,13.0027610165914,17.276691246404,0.395176580319866
