"model_time","cost_drugs","cost_items","cost_total","count_drugs"
1,14715225.2391486,16591855.9213188,31307081.1604674,138915.00170328
2,10163617.0405974,1222708.74451741,11386325.7851148,94740.0311616369
3,7009154.92303533,1096446.76891341,8105601.69194874,64612.7012522364
4,4791121.8734498,865361.206115641,5656483.07956544,44065.8622540252
5,3269223.89956467,654117.841621657,3923341.74118633,30052.9180572452
6,223721.639544103,482899.592918771,706621.232462874,20496.0901150412
7,152701.568143981,350770.325637925,503471.893781906,13978.3334584581
8,104196.148368388,251737.000037594,355933.148405982,9533.22341866843
9,71088.0724975329,179008.35876565,250096.431263183,6501.65837153187
10,48499.9074828101,126380.588630221,174880.496113031,4434.13100938473
11,33089.4480835071,88708.0401660307,121797.488249538,3024.07734840039
12,22573.6665431357,61972.4219764369,84546.0885195726,2062.42075160906
13,15399.2709940136,43127.3967390809,58526.6677330945,1406.57095259738
14,10504.4222725219,29917.1063870107,40421.5286595326,959.281389671414
15,7165.17257490958,20697.9221970003,27863.0947719099,654.229907755904
16,4887.19019504507,14288.6633462962,19175.8535413412,446.184797089527
17,3333.54327117189,9846.0428061208,13179.5860772927,304.298031615057
18,2273.72798321923,6774.04350021938,9047.77148343861,207.531257561469
19,1550.78775877306,4654.42314620141,6205.21090497447,141.536317656922
20,1057.70953042926,3194.51964261127,4252.22917304053,96.5277686420207
21,721.398617265815,2190.43162948946,2911.83024675528,65.8319382138581
22,492.005543573861,1500.74913356122,1992.75467713508,44.8973818618512
23,335.55784701421,1027.51111188285,1363.06895889706,30.6200144297825
24,228.85139698292,703.110187196853,931.961584179773,20.8828498411117
25,156.082239278752,480.893232498512,636.975471777264,14.2421035916382
26,106.44968411547,328.767447307925,435.217131423394,9.71311464949723
27,72.5991585213797,224.683949734979,297.283108256358,6.62434419095711
28,49.5127242259175,153.507430803101,203.020155029018,4.51780273823275
