"model_time","cost_drugs","cost_items","cost_total","count_drugs"
1,274855.965001353,1189414.1899277,1464270.15492905,2513.99997873
2,323554.075171011,357114.090280424,680668.165451434,1714.54798549386
3,145785.158680259,150361.350925107,296146.509605366,1169.32172610681
4,89428.4195913158,83366.0258965561,172794.445487872,797.477417204846
5,59657.0031574102,50331.7579414585,109988.761098869,543.879598533705
6,4190.87999975408,31116.2713380495,35307.1513378036,370.925886199987
7,2824.73204309911,19416.3398480876,22241.0718911867,252.971454388391
8,1916.50760709459,12191.8880698696,14108.3956769642,172.526531892883
9,1302.31271878463,7699.30551885995,9001.61823764458,117.663094750946
10,885.496885040378,4888.8175579344,5774.31444297478,80.2462306201451
11,602.164190794166,3121.28099801322,3723.44518880739,54.7279292829389
12,409.676843745431,2003.40024915457,2413.0770929,37.3244477709644
13,278.754015883364,1292.50954246517,1571.26355834853,25.4552733797977
14,189.717002729095,838.06719304952,1027.78419577861,17.360496445022
15,129.159274469485,545.991584568572,675.150859038057,11.839858575505
16,87.9447242959653,357.261124443184,445.205848739149,8.07478354849442
17,59.8820017891476,234.750303469723,294.632305258871,5.50695391922467
18,40.7860993583345,154.85797866097,195.644078019304,3.75570952290337
19,27.7845590201773,102.530419763379,130.314978783556,2.56137135471309
20,18.9317844523867,68.1084063335339,87.0401907859206,1.74683989183302
21,12.900296727799,45.3795047698844,58.2798014976835,1.19133432256292
22,8.79170681868572,30.3171994672558,39.1089062859415,0.812482858189803
23,5.99184581968184,20.3039717504709,26.2958175701527,0.554108433166044
24,4.08411106816893,13.6279185812788,17.7120296494478,0.377898625935075
25,2.78397879922375,9.16482061455253,11.9487994137763,0.257724594927477
26,1.89782102034019,6.17376141116857,8.07158243150876,0.175766627005263
27,1.29373167357238,4.16534895955838,5.45908063313076,0.119871784753415
28,0.882029730060841,2.8141911503654,3.69622088042624,0.081751837790792
