"model_time","cost_drugs","cost_items","cost_total","count_drugs"
1,1571133.42708749,2358361.76728197,3929495.19436946,14778.00012038
2,1174387.70707712,353798.812815433,1528186.51989255,10078.5960820992
3,758330.923493948,203670.479539805,962001.403033754,6873.60252799163
4,511458.391240838,136966.37132568,648424.762566518,4687.79692409029
5,348053.078828356,94948.3812181133,443001.460046469,3197.07750222958
6,23838.2087058761,65981.8688878284,89820.0775937045,2180.40685652057
7,16236.5091803492,45743.543866603,61980.0530469522,1487.03747614703
8,11064.9995525528,31625.1471157872,42690.14666834,1014.15955873227
9,7541.32453177324,21811.4321920768,29352.75672385,691.656819055411
10,5139.9668661642,15014.8683683862,20154.8352345504,471.70995059579
11,3503.92588509696,10320.0573401749,13823.9832252719,321.706186306329
12,2388.73194359709,7082.51964485009,9471.25158844718,219.403619060916
13,1628.20207093375,4854.47611789365,6482.67818882741,149.633268199545
14,1109.79985769965,3323.73541889718,4433.53527659683,102.04988891209
15,756.408536091637,2273.74341901786,3030.15195510949,69.5980242380451
16,515.58121314451,1554.35161117737,2069.93282432188,47.4658525303467
17,351.431989114932,1061.91241258977,1413.3444017047,32.3717114256965
18,239.545343466929,725.182891023771,964.7282344907,22.077507192325
19,163.301686087521,495.065885643216,658.367571730737,15.0568599051656
20,111.329560320337,337.819949397859,449.149509718196,10.268778455323
21,75.8876236032794,230.479658699468,306.367282302747,7.00330690653026
22,51.7405470150369,157.222045619003,208.96259263404,4.77625531025364
23,35.2763821179382,107.226956002838,142.503338120776,3.25740612159298
24,24.0505666894267,73.1186529170636,97.1692196064904,2.22155097492641
25,16.3974589520583,49.8560022183433,66.2534611704016,1.51509776489981
26,11.1802458315004,33.9925949226055,45.1728407541059,1.03329667566167
27,7.62325536003997,23.1753741839441,30.798629543984,0.704708332801261
28,5.1979622807983,15.8005695508456,20.9985318316439,0.48061108297046
