"model_time","cost_drugs","cost_items","cost_total","count_drugs"
1,3375594.95981013,4289620.16901175,7665215.12882188,31821.99959488
2,2405000.3507737,464667.459671153,2869667.81044485,21702.6037237082
3,1616138.96935818,323006.172353216,1939145.1417114,14801.175739569
4,1098989.68331368,235213.675680691,1334203.35899437,10094.401854386
5,749101.214126552,170656.380164395,919757.594290946,6884.38206469127
6,51260.1240677324,122552.678375944,173812.802443676,4695.14856811945
7,34953.7224896514,87190.8272384872,122144.549728139,3202.09132345746
8,23836.1349012653,61563.5637847341,85399.6986859994,2183.82628259799
9,16254.0316273677,43204.8829697243,59458.914597092,1489.36952473183
10,11083.4180865108,30175.3320902999,41258.7501768107,1015.75001586711
11,7558.27034984392,20992.7209466237,28550.9912964676,692.741510821367
12,5154.29399010662,14555.3692305089,19709.6632206155,472.449710380172
13,3514.44166531355,10063.8763336255,13578.317998939,322.210702479277
14,2396.23260719774,6942.12249407702,9338.35510127476,219.747699090867
15,1633.70995834055,4779.57149829394,6413.28145663449,149.867930779971
16,1113.86272940331,3285.42264976686,4399.28537917017,102.20992879194
17,759.42241643548,2255.2885504252,3014.71096686067,69.7071714361034
18,517.761903740552,1546.48670341286,2064.24860715341,47.5402909194225
19,353.029256051373,1059.50269279542,1412.53194884679,32.4224784070462
20,240.712735859527,725.232503787175,965.945239646702,22.1121302736055
21,164.112385564107,496.126172719384,660.238558283491,15.0804728465989
22,111.905294095198,339.221928475099,451.127222570296,10.2848824813805
23,76.3049823611473,231.825484697721,308.130467058869,7.01428985230148
24,52.0288492913591,158.366207613719,210.395056905078,4.78374567926961
25,35.4764695229001,108.150665468087,143.627134990987,3.26251455326187
26,24.1908937693065,73.8390803039421,98.0299740732486,2.2250349253246
27,16.4957703375551,50.4017640392748,66.8975343768299,1.51747381907138
28,11.2485036325111,34.3984930998846,45.6469967323957,1.03491714460668
