"model_time","cost_drugs","cost_items","cost_total","count_drugs"
1,1002921.34934312,12147638.2995576,13150559.6489007,0
2,3131792.47800823,5542574.08050009,8674366.55850832,0
3,3462231.60386627,6387527.05956607,9849758.66343234,0
4,2184406.42119285,4926136.48065579,7110542.90184864,0
5,1373435.36921956,3592735.24146521,4966170.61068477,0
6,863297.251095637,2530366.57294364,3393663.82403928,0
7,542533.867174838,1739529.06573391,2282062.93290874,0
8,340949.047514855,1175113.17155735,1516062.21907221,0
9,214233.319392334,783357.270526259,997590.589918593,0
10,134669.229134036,516966.66566645,651635.894800485,0
11,84612.0118764581,338373.749470684,422985.761347142,0
12,53135.4245403892,220002.29270511,273137.717245499,0
13,33378.0331858757,142287.912012547,175665.945198422,0
14,20973.3028408578,91632.2515805194,112605.554421377,0
15,13175.2322053795,58793.2726702496,71968.5048756291,0
16,8276.06446577173,37607.4815545046,45883.5460202763,0
17,5198.33666691114,23993.8542420271,29192.1909089382,0
18,3264.38136094136,15273.8399718907,18538.2213328321,0
19,2050.23279572412,9705.09321414751,11755.3260098716,0
20,1287.8727571372,6157.19826565286,7445.07102279006,0
21,808.963700264511,3901.04036077252,4710.00406103703,0
22,508.127988596404,2468.72926403353,2976.85725262994,0
23,319.158708495202,1560.74373242067,1879.90244091587,0
24,200.46155134615,985.85702899437,1186.31858034052,0
25,125.906289571522,622.258694977268,748.16498454879,0
26,79.0781892802928,392.505724868566,471.583914148859,0
27,49.6660745541812,247.443590650022,297.109665204203,0
28,31.1930292474123,155.917072416124,187.110101663536,0
