"model_time","cost_drugs","cost_items","cost_total","count_drugs"
1,3028.58896971411,78980.4202101958,82009.0091799099,0
2,8398.85026388388,36328.193927554,44727.0441914379,0
3,5676.0664764059,25158.7182664671,30834.784742873,0
4,3562.48511178649,15802.1152214204,19364.6003332069,0
5,2113.28580445279,9502.62556267786,11615.9113671306,0
6,1247.8744472251,5696.62509594892,6944.49954317401,0
7,751.443864431777,3409.06815924538,4160.51202367716,0
8,447.748917483702,2029.50637756082,2477.25529504452,0
9,266.686313674604,1223.50601467764,1490.19232835224,0
10,163.433819651726,753.989162006971,917.422981658698,0
11,102.240149712342,468.063651225806,570.303800938148,0
12,63.5274087087773,291.147763094683,354.67517180346,0
13,39.6354631300853,181.10628275504,220.741745885126,0
14,24.6294151060845,112.519894926439,137.149310032524,0
15,15.3015038076627,69.7489272606797,85.0504310683423,0
16,9.47346860479215,43.4613918957724,52.9348605005645,0
17,5.94192425836766,27.1730153004349,33.1149395588026,0
18,3.71413599563403,16.9430142518351,20.6571502474691,0
19,2.3116931999836,10.5688310866204,12.880524286604,0
20,1.44478950269162,6.60291859825076,8.04770810094238,0
21,0.903141452086383,4.11824606668606,5.02138751877244,0
22,0.562465248848364,2.57013421383242,3.13259946268078,0
23,0.351651137044084,1.603130756246,1.95478189329009,0
24,0.219124777146909,1.00273995705025,1.22186473419716,0
25,0.137570517929477,0.627860584745484,0.765431102674961,0
26,0.0860589535102908,0.392767289261147,0.478826242771438,0
27,0.0538360697187391,0.245687460879462,0.299523530598201,0
28,0.0336854166829055,0.153982250893675,0.18766766757658,0
