"model_time","cost_drugs","cost_items","cost_total","count_drugs"
1,2400951.44262329,2799956.96186617,5200908.40448946,22656.99977352
2,1672396.28909978,233477.72181603,1905874.01091581,15452.0738455406
3,1144828.87299871,190326.827959349,1335155.70095806,10538.3143626587
4,781267.011593562,145600.851613926,926867.863207488,7187.13039533324
5,532806.120275259,108135.29725406,640941.417529319,4901.62292961727
6,36121.4158318207,78875.1854877601,114996.601319581,3342.90683799898
7,24622.5101409264,56731.2910997418,81353.8012406682,2279.8624635153
8,16773.3375442569,40359.0750092295,57132.4125534864,1554.86620011744
9,11424.6179364199,28498.132288254,39922.7502246739,1060.41874848009
10,7788.17723382746,20015.6970850149,27803.8743188424,723.205586463422
11,5312.61232694745,13988.5997143077,19301.2120412552,493.226209968054
12,3622.82522814412,9736.81268624663,13359.6379143908,336.380275198213
13,2470.76157771393,6754.1087876607,9224.87036537463,229.411347685181
14,1684.74444806847,4671.65046934126,6356.39491740973,156.458539121294
15,1148.72696934922,3223.1995523332,4371.92652168242,106.704723680722
16,783.12544534833,2220.20408675978,3003.32953210811,72.7726215502525
17,534.116913139228,1527.04883768526,2061.16575082449,49.6309278972722
18,364.242084070074,1048.70905947256,1412.95114354263,33.8482928259396
19,248.35139021808,719.405573590345,967.756963808425,23.0845357072908
20,169.354384565887,493.06185170625,662.416236272137,15.7436533523723
21,115.485556053775,337.618036488137,453.103592541912,10.7371715863179
22,78.7401228535009,231.027118302486,309.767241155987,7.32275102186883
23,53.6926848872776,157.985353963906,211.678038851183,4.99411619691454
24,36.6086525427727,108.000051788262,144.608704331034,3.40598724629572
25,24.966769283155,73.8013947139597,98.7681639971147,2.32288330197368
26,17.0252816472969,50.412198701369,67.437480348666,1.58420641194605
27,11.6096552689037,34.4249412813558,46.0345965502595,1.08042877294721
28,7.9167193390263,23.504393433656,31.4211127726823,0.736852423149994
