"model_time","cost_drugs","cost_items","cost_total","count_drugs"
1,1287518.53702541,14877261.370355,16164779.9073805,0
2,3841411.74410024,6804126.04938281,10645537.7934831,0
3,4203984.60548364,7778060.22905624,11982044.8345399,0
4,2656848.37003588,5999850.29024066,8656698.66027654,0
5,1670060.55707127,4373897.23059581,6043957.78766708,0
6,1049759.05003016,3079730.48037312,4129489.53040328,0
7,659650.774397584,2116783.35895731,2776434.13335489,0
8,414281.72381448,1429386.57268597,1843668.29650045,0
9,260212.590034138,952560.164786979,1212772.75482112,0
10,163525.431438579,628448.873642923,791974.305081502,0
11,102761.409916548,411294.791037966,514056.200954514,0
12,64563.7511599829,267421.804941002,331985.556100985,0
13,40560.747363849,172954.356324109,213515.103687958,0
14,25476.9123256203,111364.54909005,136841.461415671,0
15,15999.8018913081,71442.9860639977,87442.7879553058,0
16,10049.3685767861,45693.7268288277,55743.0954056138,0
17,6312.78297287379,29151.3459770515,35464.1289499253,0
18,3964.59292116395,18556.3927899808,22520.9857111447,0
19,2489.76206195317,11790.0482483626,14279.8103103157,0
20,1563.66194674624,7479.20884756021,9042.87079430646,0
21,981.910326419991,4737.97651319416,5719.88683961415,0
22,616.579623172658,2997.89295100496,3614.47257417762,0
23,387.164004728972,1894.94986719581,2282.11387192479,0
24,243.127698501607,1196.76001182507,1439.88771032668,0
25,152.688739155423,755.270161224294,907.958900379717,0
26,95.8806163130276,476.328208940156,572.208825253184,0
27,60.2071935044631,300.23658236552,360.443775869983,0
28,37.8096761302447,189.154826661315,226.96450279156,0
