"model_time","cost_drugs","cost_items","cost_total","count_drugs"
1,5701.40467848944,262575.543907827,268276.948586317,0
2,35834.5037227224,122109.391320391,157943.895043113,0
3,14681.2363828259,52813.7230413341,67494.95942416,0
4,6790.68283648272,25931.4117224701,32722.0945589529,0
5,3557.53391123828,14137.043775628,17694.5776868663,0
6,2016.28475784348,8173.23889725404,10189.5236550975,0
7,1187.06022138586,4855.94298049167,6043.00320187753,0
8,710.916212437642,2920.86187258202,3631.77808501967,0
9,429.196935097746,1768.23062049267,2197.42755559042,0
10,260.461753523498,1078.15603989683,1338.61779342033,0
11,159.452596829974,661.425797684864,820.878394514838,0
12,97.967371743492,405.610476307598,503.57784805109,0
13,59.9705867900618,248.402948521382,308.373535311444,0
14,36.7327575093418,152.094879302812,188.827636812154,0
15,22.482261406105,93.2479675674533,115.730228973558,0
16,13.8017917804839,57.2821318929834,71.0839236734673,0
17,8.4819484657927,35.2188007655765,43.7007492313692,0
18,5.2169880831498,21.7158193581318,26.9328074412816,0
19,3.22334789284623,13.4292129613942,16.6525608542405,0
20,1.99431081971502,8.29056201305587,10.2848728327709,0
21,1.2290848478923,5.13069323483773,6.35977808273002,0
22,0.763218050816176,3.18458732246035,3.94780537327653,0
23,0.473499338329057,1.97509929010053,2.44859862842959,0
24,0.293573401236352,1.22520720468266,1.51878060591901,0
25,0.182186631618157,0.761038775229109,0.943225406847266,0
26,0.113248771384801,0.473300547099989,0.586549318484791,0
27,0.0704562449151171,0.29447895690856,0.364935201823677,0
28,0.0438405229155222,0.183459602045615,0.227300124961137,0
