"model_time","cost_drugs","cost_items","cost_total","count_drugs"
1,1324532.29116027,1579324.18980519,2903856.48096546,12496.0000032
2,927885.20866148,142190.854615032,1070076.06327651,8522.2720021824
3,632207.86243785,110225.912174686,742433.774612536,5812.1895054884
4,431001.716563649,83097.2444937007,514098.96105735,3963.91324274309
5,293902.708433737,61362.4032655373,355265.111699274,2703.38883155078
6,19965.793690735,44586.7731221239,64552.5668128589,1843.71118311763
7,13612.0481705379,32007.9430121768,45619.9911827146,1257.41102688623
8,9283.39039879031,22768.4076784501,32051.7980772405,857.554320336406
9,6332.36509456181,16074.6278988261,22406.9929933879,584.852046469429
10,4318.50136946647,11276.1020832734,15594.6034527398,398.869095692151
11,2943.94251193725,7872.01716385381,10815.9596757911,272.028723262047
12,2007.4101297524,5474.54874922044,7481.95887897285,185.523589264716
13,1368.82223708107,3794.40608074526,5163.22831782632,126.527087878536
14,933.23256676214,2623.26469429745,3556.49726105959,86.2914739331617
15,636.420680907912,1809.59965319936,2446.02033410727,58.8507852224163
16,433.950034684455,1245.59908650519,1679.54912118964,40.1362355216879
17,295.803388956131,855.955939950614,1151.75932890675,27.3729126257911
18,201.656895421639,587.56202322852,789.218918650159,18.6683264107896
19,137.513593664629,402.992982134017,540.506575798646,12.7317986121585
20,93.7874187328324,276.124237969023,369.911656701855,8.68308665349208
21,63.9494224011371,189.026587001908,252.976009403045,5.9218650976816
22,43.6018757903235,129.269844156908,172.871719947231,4.03871199661885
23,29.7179753080452,88.356847311603,118.074822619648,2.75440158169405
24,20.2616740367147,60.3830203691504,80.6446944058651,1.87850187871535
25,13.8181426861732,41.2527420192961,55.0708847054693,1.28113828128387
26,9.42295698107612,28.1708984411827,37.5938554222588,0.873736307835596
27,6.42496900559538,19.2326010712989,25.6575700768942,0.595888161943876
28,4.38123194966015,13.1278662704253,17.5090982200854,0.406395726445724
