"model_time","cost_drugs","cost_items","cost_total","count_deaths"
1,1443560.70650456,16415051.3333911,17858612.0398957,0
2,4370660.26231149,7798680.93400019,12169341.1963117,0
3,4753592.70172699,8872744.97631119,13626337.6780382,0
4,2981084.61023235,7037982.59332361,10019067.203556,0
5,1869672.30385114,5367406.66626242,7237078.97011356,0
6,1172726.56447149,3983295.38082287,5156021.94529436,0
7,735646.809977601,2897555.48546175,3633202.29543935,0
8,461513.654033208,2075750.27249212,2537263.92652533,0
9,289563.400778436,1469174.04768667,1758737.4484651,0
10,181697.118939774,1029742.25615398,1211439.37509376,0
11,114024.72805898,715950.496465642,829975.224524622,0
12,71564.5732384359,494426.046090076,565990.619328512,0
13,44920.7086767187,339487.129103738,384407.837780456,0
14,28199.8015945516,231951.949552231,260151.751146782,0
15,17705.0821182903,157800.100118539,175505.18223683,0
16,11117.4147248123,106950.246297005,118067.661021818,0
17,6981.76453667511,72245.8450313715,79227.6095680466,0
18,4385.14248836216,48658.7450503032,53043.8875386653,0
19,2754.61535080815,32685.989510016,35440.6048608241,0
20,1730.60761394496,21904.3824140854,23634.9900280303,0
21,1087.42253790959,14647.6793017715,15735.1018396811,0
22,683.379318791434,9776.0085381104,10459.3878569018,0
23,429.527378405052,6513.05483067339,6942.58220907845,0
24,270.014540956879,4332.16058168447,4602.17512264135,0
25,169.766707114062,2877.26228676688,3047.02899388094,0
26,106.755137113586,1908.36428532576,2015.11942243934,0
27,67.1425396457254,1264.14296552437,1331.2855051701,0
28,42.2358589457096,836.422075626698,878.657934572407,2788.81310953075
