"model_time","cost_drugs","cost_items","cost_total","count_deaths"
1,991286.351796844,12075235.3610929,13066521.7128898,0
2,3210571.28292975,5722137.72812145,8932709.0110512,0
3,3550288.7991319,6589902.98060458,10140191.7797365,0
4,2226461.56086456,5232580.32066082,7459041.88152538,0
5,1396386.21418396,3993296.22634679,5389682.44053075,0
6,875862.541920184,2964994.9575885,3840857.49950868,0
7,549424.032373331,2157616.59265356,2707040.6250269,0
8,344684.638060219,1546119.16956891,1890803.80762913,0
9,216261.938764116,1094564.54561505,1310826.48437917,0
10,135701.136605856,767323.754731016,903024.891336873,0
11,85159.5740379866,533582.207714895,618741.781752882,0
12,53448.0028505291,368533.806345476,421981.809196005,0
13,33548.9494402998,253074.635264201,286623.584704501,0
14,21060.9170178316,172928.260831688,193989.177849519,0
15,13222.9402516596,117655.554206373,130878.494458033,0
16,8302.95587787561,79747.9793361595,88050.9352140351,0
17,5214.26285505188,53874.069504173,59088.3323592249,0
18,3274.99165258582,36287.2181696907,39562.2098222766,0
19,2057.2457859168,24376.8508720616,26434.0966579784,0
20,1292.47610549749,16336.8332303242,17629.3093358217,0
21,812.121300396135,10925.0794676322,11737.2007680284,0
22,510.367516426884,7291.79667979999,7802.16419622687,0
23,320.782471583435,4858.17776462821,5178.96023621164,0
24,201.653366757723,3231.52542168061,3433.17878843833,0
25,126.785432910654,2146.32593319686,2273.11136610751,0
26,79.7267544462649,1423.60546424137,1503.33221868764,0
27,50.1431365583744,943.0522893447,993.195425903074,0
28,31.5423069010853,623.986866306617,655.529173207703,2087.09903990394
