"model_time","cost_drugs","cost_items","cost_total","count_deaths"
1,724223.7741812,842817.680332259,1567041.45451346,0
2,504750.387191024,65240.7851916655,569991.17238269,0
3,345401.483611145,53459.4262020002,398860.909813145,0
4,235968.186496813,42034.3961205226,278002.582617336,0
5,161156.022238725,32336.4047203811,193492.426959106,0
6,10751.7054560135,24495.9372480329,35247.6427040464,0
7,7350.16914629799,18335.9650942426,25686.1342405406,0
8,5024.53276273312,13593.0576165793,18617.5903793125,0
9,3434.63214464495,9996.79783746165,13431.4299821066,0
10,2347.75460717364,7302.76133406072,9650.51594123436,0
11,1604.77321067288,5304.2758336676,6909.04904434048,0
12,1096.89098821162,3833.71702047141,4930.60800868303,0
13,749.725712644371,2758.96087755316,3508.68659019753,0
14,512.425529346769,1978.01382267834,2490.43935202511,0
15,350.226334134705,1413.38219873701,1763.60853287171,0
16,239.362873298888,1006.91864670428,1246.28152000316,0
17,163.589335587102,715.430530622237,879.019866209339,0
18,111.80047412464,507.099618879658,618.900093004297,0
19,76.4052151103007,358.649629802637,435.054844912938,0
20,52.2147613393985,253.153703775952,305.36846511535,0
21,35.6824576407806,178.365002222492,214.047459863273,0
22,24.38414944935,125.461951140882,149.846100590232,0
23,16.6629569663674,88.1149042564268,104.777861222794,0
24,11.3864502965944,61.7978036854347,73.1842539820291,0
25,7.78066404786116,43.2841454970715,51.0648095449327,0
26,5.31663934471112,30.2801351548603,35.5967744995715,0
27,3.63287254430888,21.1590801689463,24.7919527132552,0
28,2.48230839262132,14.769949916472,17.2522583090933,15.5126556566842
