"model_time","cost_drugs","cost_items","cost_total","count_deaths"
1,853500.96199885,1402021.5381689,2255522.50016775,0
2,656872.24335664,224930.543357159,881802.7867138,0
3,412058.493796935,123008.287967178,535066.781764113,0
4,277483.768748055,85122.4645265355,362606.233274591,0
5,189072.611485033,61178.643645206,250251.255130239,0
6,12588.4777510138,44057.029078182,56645.5068291957,0
7,8599.04661588469,31631.2565403727,40230.3031562573,0
8,5876.53487280297,22633.3365584811,28509.8714312841,0
9,4016.19154494087,16144.6540147099,20160.8455596507,0
10,2744.75066466913,11483.988459961,14228.7391246301,0
11,1875.78382443417,8148.20265773159,10023.9864821658,0
12,1281.89855439568,5768.20769605488,7050.10625045056,0
13,876.023267695833,4074.93638326783,4950.95965096366,0
14,598.644431351861,2873.29892660538,3471.94335795724,0
15,409.085222523503,2022.50766856395,2431.59289108745,0
16,279.544137512056,1421.37945951577,1700.92359702783,0
17,191.020046562045,997.457716950226,1188.47776351227,0
18,130.526792943839,699.023375585273,829.550168529112,0
19,89.1892986307274,489.265587367703,578.45488599843,0
20,60.9422356658077,342.051903936655,402.994139602463,0
21,41.6405785607436,238.873784828505,280.514363389248,0
22,28.451688746356,166.650081188418,195.101769934774,0
23,19.4398290415839,116.153318587905,135.593147629489,0
24,13.2822027254762,80.8858747428592,94.1680774683354,0
25,9.07488659913762,56.2797764143323,65.3546630134699,0
26,6.2002030370005,39.1284169061998,45.3286199432003,0
27,4.23608219326323,27.1839308717864,31.4200130650496,0
28,2.89412151652037,18.8725476515225,21.7666691680429,68.8563142725012
