"model_time","cost_drugs","cost_items","cost_total","count_drugs"
1,1570325.08830863,2349501.02823956,3919826.11654819,14771.09863372
2,1173816.33425645,340543.50996078,1514359.84421723,10086.1049667671
3,757959.774449794,200693.680857013,958653.455306807,6887.0647961427
4,511737.311276395,141188.654115713,652925.965392108,4702.67379355573
5,348676.009702304,102555.336971177,451231.346673482,3211.11263843228
6,23371.1590100991,74551.887202201,97923.0462123001,2192.6344095628
7,15950.306402084,53965.0169603474,69915.3233624314,1497.18997597854
8,10892.1983581229,38885.9890683713,49778.1874264942,1022.3217397275
9,7438.83207656043,27905.8301882517,35344.6622648121,698.068886572907
10,5080.55014482006,19955.8331021726,25036.3832469926,476.660283611919
11,3470.49578241479,14226.1030356407,17696.5988180555,325.476511477876
12,2370.75476609447,10111.8140630354,12482.5688291298,222.244149902903
13,1619.2455052384,7168.60339270594,8787.84889794434,151.75430614575
14,1105.93815420388,5070.04839481366,6175.98654901754,103.621937602584
15,755.304270255905,3578.29676205687,4333.60103231277,70.7558567873596
16,515.863318307456,2520.63761274977,3036.50093105723,48.3140094225424
17,352.32640028104,1772.47479138447,2124.80119166551,32.9901101119663
18,240.631254738167,1244.43876660226,1485.07002134042,22.5265379174236
19,164.363219096383,872.460719614415,1036.8239387108,15.3817283065406
20,112.270702381228,610.809146111343,723.079848492571,10.5030593943702
21,76.67743739943,427.115880493932,503.793317893362,7.17177253707964
22,52.3785477549784,298.330279386937,350.708827141915,4.89707992617648
23,35.7788479193585,208.149904776267,243.928752695625,3.34385839475131
24,24.4389239595468,145.084025891783,169.522949851329,2.28327679611285
25,16.6932350819595,101.033464812952,117.726699894912,1.55908304485935
26,11.4028671816234,70.2975210063388,81.7003881879622,1.06458399827218
27,7.7892269754908,48.8723197011661,56.6615466766569,0.726926697788195
28,5.32073544778811,33.9519835995821,39.2727190473702,0.49636517627062
