"cost_drugs","cost_items","cost_total","count_deaths",".n_indiv",".strategy_names",".par_names",".par_value",".par_value_eval",".cost",".effect"
30290.9442419753,205620.433577095,235911.377819071,1503.31453734495,992,"strategy","rrr_pxlvd","0.7213",0.7213,235911.377819071,1503.31453734495
30290.9442419753,205620.433577095,235911.377819071,1503.31453734495,992,"strategy","rrr_pxlvd","0.9556",0.9556,235911.377819071,1503.31453734495
30290.9442419753,205620.433577095,235911.377819071,1503.31453734495,992,"strategy","rrr_rmsvr","0.4141",0.4141,235911.377819071,1503.31453734495
30290.9442419753,205620.433577095,235911.377819071,1503.31453734495,992,"strategy","rrr_rmsvr","0.9688",0.9688,235911.377819071,1503.31453734495
30290.9442419753,205620.433577095,235911.377819071,1503.31453734495,992,"strategy","cost_A_pxlvd_drugs","51.6",51.6,235911.377819071,1503.31453734495
30290.9442419753,205620.433577095,235911.377819071,1503.31453734495,992,"strategy","cost_A_pxlvd_drugs","262.6",262.6,235911.377819071,1503.31453734495
30290.9442419753,205620.433577095,235911.377819071,1503.31453734495,992,"strategy","prob_AH_pxlvd","0.75 * general_params$prob_AH_pxlvd",0.00537975,235911.377819071,1503.31453734495
30290.9442419753,205620.433577095,235911.377819071,1503.31453734495,992,"strategy","prob_AH_pxlvd","1.25 * general_params$prob_AH_pxlvd",0.00896625,235911.377819071,1503.31453734495
28750.9242728106,192484.166072864,221235.090345674,1375.64543052937,992,"strategy","prob_AH_syntc","0.75 * general_params$prob_AH_syntc",0.048387,221235.090345674,1375.64543052937
31712.6833263876,217720.356369336,249433.039695724,1621.0076224422,992,"strategy","prob_AH_syntc","1.25 * general_params$prob_AH_syntc",0.080645,249433.039695724,1621.0076224422
