"cost_drugs","cost_items","cost_total","count_deaths",".n_indiv",".strategy_names",".par_names",".par_value",".par_value_eval",".cost",".effect"
1538369.94456299,2215514.95099059,3753884.89555357,3478.36918378594,13083,"strategy","rrr_pxlvd","0.7213",0.7213,3753884.89555357,3478.36918378594
1541213.57456859,2488724.0742794,4029937.64884799,830.346539115681,13083,"strategy","rrr_pxlvd","0.9556",0.9556,4029937.64884799,830.346539115681
1540248.68307948,2382199.09570044,3922447.77877992,1818.81767767979,13083,"strategy","rrr_rmsvr","0.4141",0.4141,3922447.77877992,1818.81767767979
1540248.68307948,2382199.09570044,3922447.77877992,1818.81767767979,13083,"strategy","rrr_rmsvr","0.9688",0.9688,3922447.77877992,1818.81767767979
860263.018540246,2382199.09570044,3242462.11424069,1818.81767767979,13083,"strategy","cost_A_pxlvd_drugs","51.6",51.6,3242462.11424069,1818.81767767979
3503781.67755044,2382199.09570044,5885980.77325089,1818.81767767979,13083,"strategy","cost_A_pxlvd_drugs","262.6",262.6,5885980.77325089,1818.81767767979
1540922.76740327,2343219.68452838,3884142.45193165,1782.10923354024,13083,"strategy","prob_AH_pxlvd","0.75 * general_params$prob_AH_pxlvd",0.00537975,3884142.45193165,1782.10923354024
1539553.14023891,2420742.63080576,3960295.77104467,1855.14459527899,13083,"strategy","prob_AH_pxlvd","1.25 * general_params$prob_AH_pxlvd",0.00896625,3960295.77104467,1855.14459527899
1540248.68307948,2382199.09570044,3922447.77877992,1818.81767767979,13083,"strategy","prob_AH_syntc","0.75 * general_params$prob_AH_syntc",0.048387,3922447.77877992,1818.81767767979
1540248.68307948,2382199.09570044,3922447.77877992,1818.81767767979,13083,"strategy","prob_AH_syntc","1.25 * general_params$prob_AH_syntc",0.080645,3922447.77877992,1818.81767767979
