"cost_drugs","cost_items","cost_total","count_deaths",".n_indiv",".strategy_names",".par_names",".par_value",".par_value_eval",".cost",".effect"
2758210.17970253,1546096.53216333,4304306.71186586,39.8476614234223,23660,"strategy","rrr_pxlvd","0.7213",0.7213,4304306.71186586,39.8476614234223
2758956.57994184,1623167.82243353,4382124.40237537,10.0816195121004,23660,"strategy","rrr_pxlvd","0.9556",0.9556,4382124.40237537,10.0816195121004
2758701.06364577,1593118.32948055,4351819.39312632,21.5859796925243,23660,"strategy","rrr_rmsvr","0.4141",0.4141,4351819.39312632,21.5859796925243
2758701.06364577,1593118.32948055,4351819.39312632,21.5859796925243,23660,"strategy","rrr_rmsvr","0.9688",0.9688,4351819.39312632,21.5859796925243
1391066.7637424,1593118.32948055,2984185.09322295,21.5859796925243,23660,"strategy","cost_A_pxlvd_drugs","51.6",51.6,2984185.09322295,21.5859796925243
6707894.71914746,1593118.32948055,8301013.04862801,21.5859796925243,23660,"strategy","cost_A_pxlvd_drugs","262.6",262.6,8301013.04862801,21.5859796925243
2760008.41899773,1514363.73157942,4274372.15057715,18.3515486506982,23660,"strategy","prob_AH_pxlvd","0.75 * general_params$prob_AH_pxlvd",0.00537975,4274372.15057715,18.3515486506982
2757349.45999637,1670988.25299059,4428337.71298696,24.7841461577247,23660,"strategy","prob_AH_pxlvd","1.25 * general_params$prob_AH_pxlvd",0.00896625,4428337.71298696,24.7841461577247
2758701.06364577,1593118.32948055,4351819.39312632,21.5859796925243,23660,"strategy","prob_AH_syntc","0.75 * general_params$prob_AH_syntc",0.048387,4351819.39312632,21.5859796925243
2758701.06364577,1593118.32948055,4351819.39312632,21.5859796925243,23660,"strategy","prob_AH_syntc","1.25 * general_params$prob_AH_syntc",0.080645,4351819.39312632,21.5859796925243
