"cost_drugs","cost_items","cost_total","count_drugs",".n_indiv",".strategy_names",".par_names",".par_value",".par_value_eval",".cost",".effect"
19805.0651360018,135341.532140621,155146.597276622,0,830,"strategy","rrr_pxlvd","0.7213",0.7213,155146.597276622,0
19805.0651360018,135341.532140621,155146.597276622,0,830,"strategy","rrr_pxlvd","0.9556",0.9556,155146.597276622,0
19805.0651360018,135341.532140621,155146.597276622,0,830,"strategy","rrr_rmsvr","0.4141",0.4141,155146.597276622,0
19805.0651360018,135341.532140621,155146.597276622,0,830,"strategy","rrr_rmsvr","0.9688",0.9688,155146.597276622,0
19805.0651360018,135341.532140621,155146.597276622,0,830,"strategy","cost_A_pxlvd_drugs","51.6",51.6,155146.597276622,0
19805.0651360018,135341.532140621,155146.597276622,0,830,"strategy","cost_A_pxlvd_drugs","262.6",262.6,155146.597276622,0
19805.0651360018,135341.532140621,155146.597276622,0,830,"strategy","prob_AH_pxlvd","0.75 * general_params$prob_AH_pxlvd",0.00537975,155146.597276622,0
19805.0651360018,135341.532140621,155146.597276622,0,830,"strategy","prob_AH_pxlvd","1.25 * general_params$prob_AH_pxlvd",0.00896625,155146.597276622,0
18354.9818989821,122230.220686654,140585.202585636,0,830,"strategy","prob_AH_syntc","0.75 * general_params$prob_AH_syntc",0.048387,140585.202585636,0
21136.8661040779,147378.138047748,168515.004151826,0,830,"strategy","prob_AH_syntc","1.25 * general_params$prob_AH_syntc",0.080645,168515.004151826,0
