"cost_drugs","cost_items","cost_total","count_deaths",".n_indiv",".strategy_names",".par_names",".par_value",".par_value_eval",".cost",".effect"
2292446.97199813,2456604.29745234,4749051.26945048,3333.13790271039,19479,"strategy","rrr_pxlvd","0.7213",0.7213,4749051.26945048,3333.13790271039
2295208.89821662,2720286.89090236,5015495.78911898,795.353251588528,19479,"strategy","rrr_pxlvd","0.9556",0.9556,5015495.78911898,795.353251588528
2294272.48761531,2617490.66692634,4911763.15454165,1742.4551333021,19479,"strategy","rrr_rmsvr","0.4141",0.4141,4911763.15454165,1742.4551333021
2294272.48761531,2617490.66692634,4911763.15454165,1742.4551333021,19479,"strategy","rrr_rmsvr","0.9688",0.9688,4911763.15454165,1742.4551333021
1229265.9856817,2617490.66692634,3846756.65260804,1742.4551333021,19479,"strategy","cost_A_pxlvd_drugs","51.6",51.6,3846756.65260804,1742.4551333021
5369595.27002975,2617490.66692634,7987085.93695609,1742.4551333021,19479,"strategy","cost_A_pxlvd_drugs","262.6",262.6,7987085.93695609,1742.4551333021
2295324.47862102,2556412.58170202,4851737.06032304,1685.46445677553,19479,"strategy","prob_AH_pxlvd","0.75 * general_params$prob_AH_pxlvd",0.00537975,4851737.06032304,1685.46445677553
2293186.82001948,2677885.57563619,4971072.39565567,1798.85601656513,19479,"strategy","prob_AH_pxlvd","1.25 * general_params$prob_AH_pxlvd",0.00896625,4971072.39565567,1798.85601656513
2294272.48761531,2617490.66692634,4911763.15454165,1742.4551333021,19479,"strategy","prob_AH_syntc","0.75 * general_params$prob_AH_syntc",0.048387,4911763.15454165,1742.4551333021
2294272.48761531,2617490.66692634,4911763.15454165,1742.4551333021,19479,"strategy","prob_AH_syntc","1.25 * general_params$prob_AH_syntc",0.080645,4911763.15454165,1742.4551333021
