"cost_drugs","cost_items","cost_total","count_deaths",".n_indiv",".strategy_names",".par_names",".par_value",".par_value_eval",".cost",".effect"
3649003.78690202,2739072.98633081,6388076.77323283,195.386325553865,33904,"strategy","rrr_pxlvd","0.7213",0.7213,6388076.77323283,195.386325553865
3662358.10116658,3041793.79289048,6704151.89405706,44.5951671827862,33904,"strategy","rrr_pxlvd","0.9556",0.9556,6704151.89405706,44.5951671827862
3658219.60015413,2927373.31149056,6585592.91164469,98.653868054463,33904,"strategy","rrr_rmsvr","0.4141",0.4141,6585592.91164469,98.653868054463
3658219.60015413,2927373.31149056,6585592.91164469,98.653868054463,33904,"strategy","rrr_rmsvr","0.9688",0.9688,6585592.91164469,98.653868054463
1889627.88701199,2927373.31149056,4817001.19850255,98.653868054463,33904,"strategy","cost_A_pxlvd_drugs","51.6",51.6,4817001.19850255,98.653868054463
8765221.6497571,2927373.31149056,11692594.9612477,98.653868054463,33904,"strategy","cost_A_pxlvd_drugs","262.6",262.6,11692594.9612477,98.653868054463
3660273.92015645,2828209.71365708,6488483.63381353,92.342267302824,33904,"strategy","prob_AH_pxlvd","0.75 * general_params$prob_AH_pxlvd",0.00537975,6488483.63381353,92.342267302824
3656112.14672401,3025422.97023434,6681535.11695835,104.894643171269,33904,"strategy","prob_AH_pxlvd","1.25 * general_params$prob_AH_pxlvd",0.00896625,6681535.11695835,104.894643171269
3658219.60015413,2927373.31149056,6585592.91164469,98.653868054463,33904,"strategy","prob_AH_syntc","0.75 * general_params$prob_AH_syntc",0.048387,6585592.91164469,98.653868054463
3658219.60015413,2927373.31149056,6585592.91164469,98.653868054463,33904,"strategy","prob_AH_syntc","1.25 * general_params$prob_AH_syntc",0.080645,6585592.91164469,98.653868054463
