"cost_drugs","cost_items","cost_total","count_drugs",".n_indiv",".strategy_names",".par_names",".par_value",".par_value_eval",".cost",".effect"
27714.0329836175,189029.572659791,216743.605643408,0,1074,"strategy","rrr_pxlvd","0.7213",0.7213,216743.605643408,0
27714.0329836175,189029.572659791,216743.605643408,0,1074,"strategy","rrr_pxlvd","0.9556",0.9556,216743.605643408,0
27714.0329836175,189029.572659791,216743.605643408,0,1074,"strategy","rrr_rmsvr","0.4141",0.4141,216743.605643408,0
27714.0329836175,189029.572659791,216743.605643408,0,1074,"strategy","rrr_rmsvr","0.9688",0.9688,216743.605643408,0
27714.0329836175,189029.572659791,216743.605643408,0,1074,"strategy","cost_A_pxlvd_drugs","51.6",51.6,216743.605643408,0
27714.0329836175,189029.572659791,216743.605643408,0,1074,"strategy","cost_A_pxlvd_drugs","262.6",262.6,216743.605643408,0
27714.0329836175,189029.572659791,216743.605643408,0,1074,"strategy","prob_AH_pxlvd","0.75 * general_params$prob_AH_pxlvd",0.00537975,216743.605643408,0
27714.0329836175,189029.572659791,216743.605643408,0,1074,"strategy","prob_AH_pxlvd","1.25 * general_params$prob_AH_pxlvd",0.00896625,216743.605643408,0
25941.4627368746,173570.930848844,199512.393585719,0,1074,"strategy","prob_AH_syntc","0.75 * general_params$prob_AH_syntc",0.048387,199512.393585719,0
29351.1257502345,203271.022913227,232622.148663462,0,1074,"strategy","prob_AH_syntc","1.25 * general_params$prob_AH_syntc",0.080645,232622.148663462,0
