"cost_drugs","cost_items","cost_total","count_deaths",".n_indiv",".strategy_names",".par_names",".par_value",".par_value_eval",".cost",".effect"
2130950.04406314,2379367.79414245,4510317.83820559,214.109212654877,18975,"strategy","rrr_pxlvd","0.7213",0.7213,4510317.83820559,214.109212654877
2144417.27627637,2720859.62463865,4865276.90091502,49.3132508978581,18975,"strategy","rrr_pxlvd","0.9556",0.9556,4865276.90091502,49.3132508978581
2140255.94094074,2591416.75860911,4731672.69954984,108.736016838476,18975,"strategy","rrr_rmsvr","0.4141",0.4141,4731672.69954984,108.736016838476
2140255.94094074,2591416.75860911,4731672.69954984,108.736016838476,18975,"strategy","rrr_rmsvr","0.9688",0.9688,4731672.69954984,108.736016838476
1154503.89448712,2591416.75860911,3745920.65309623,108.736016838476,18975,"strategy","cost_A_pxlvd_drugs","51.6",51.6,3745920.65309623,108.736016838476
4986722.81298943,2591416.75860911,7578139.57159854,108.736016838476,18975,"strategy","cost_A_pxlvd_drugs","262.6",262.6,7578139.57159854,108.736016838476
2141365.57892725,2535885.74363118,4677251.32255844,105.42517549396,18975,"strategy","prob_AH_pxlvd","0.75 * general_params$prob_AH_pxlvd",0.00537975,4677251.32255844,105.42517549396
2139116.29067166,2646323.97456667,4785440.26523833,112.009709389849,18975,"strategy","prob_AH_pxlvd","1.25 * general_params$prob_AH_pxlvd",0.00896625,4785440.26523833,112.009709389849
2140255.94094074,2591416.75860911,4731672.69954984,108.736016838476,18975,"strategy","prob_AH_syntc","0.75 * general_params$prob_AH_syntc",0.048387,4731672.69954984,108.736016838476
2140255.94094074,2591416.75860911,4731672.69954984,108.736016838476,18975,"strategy","prob_AH_syntc","1.25 * general_params$prob_AH_syntc",0.080645,4731672.69954984,108.736016838476
