"cost_drugs","cost_items","cost_total","count_drugs",".n_indiv",".strategy_names",".par_names",".par_value",".par_value_eval",".cost",".effect"
39384.9947674643,274302.773819888,313687.768587352,0,555,"strategy","rrr_pxlvd","0.7213",0.7213,313687.768587352,0
39384.9947674643,274302.773819888,313687.768587352,0,555,"strategy","rrr_pxlvd","0.9556",0.9556,313687.768587352,0
39384.9947674643,274302.773819888,313687.768587352,0,555,"strategy","rrr_rmsvr","0.4141",0.4141,313687.768587352,0
39384.9947674643,274302.773819888,313687.768587352,0,555,"strategy","rrr_rmsvr","0.9688",0.9688,313687.768587352,0
39384.9947674643,274302.773819888,313687.768587352,0,555,"strategy","cost_A_pxlvd_drugs","51.6",51.6,313687.768587352,0
39384.9947674643,274302.773819888,313687.768587352,0,555,"strategy","cost_A_pxlvd_drugs","262.6",262.6,313687.768587352,0
39384.9947674643,274302.773819888,313687.768587352,0,555,"strategy","prob_AH_pxlvd","0.75 * general_params$prob_AH_pxlvd",0.00537975,313687.768587352,0
39384.9947674643,274302.773819888,313687.768587352,0,555,"strategy","prob_AH_pxlvd","1.25 * general_params$prob_AH_pxlvd",0.00896625,313687.768587352,0
38709.1524801489,268729.342021731,307438.494501879,0,555,"strategy","prob_AH_syntc","0.75 * general_params$prob_AH_syntc",0.048387,307438.494501879,0
40008.8252448339,279436.646310211,319445.471555044,0,555,"strategy","prob_AH_syntc","1.25 * general_params$prob_AH_syntc",0.080645,319445.471555044,0
