"cost_drugs","cost_items","cost_total","count_deaths",".n_indiv",".strategy_names",".par_names",".par_value",".par_value_eval",".cost",".effect"
5599223.26036921,3498165.96798477,9097389.22835398,175.908035008435,44458,"strategy","rrr_pxlvd","0.7213",0.7213,9097389.22835398,175.908035008435
5610048.51712744,3780662.33419566,9390710.85132311,40.608035034721,44458,"strategy","rrr_pxlvd","0.9556",0.9556,9390710.85132311,40.608035034721
5606704.73952202,3673544.66987008,9280249.40939211,89.475405738846,44458,"strategy","rrr_rmsvr","0.4141",0.4141,9280249.40939211,89.475405738846
5606704.73952202,3673544.66987008,9280249.40939211,89.475405738846,44458,"strategy","rrr_rmsvr","0.9688",0.9688,9280249.40939211,89.475405738846
2851065.6505867,3673544.66987008,6524610.32045679,89.475405738846,44458,"strategy","cost_A_pxlvd_drugs","51.6",51.6,6524610.32045679,89.475405738846
13563914.0663463,3673544.66987008,17237458.7362164,89.475405738846,44458,"strategy","cost_A_pxlvd_drugs","262.6",262.6,17237458.7362164,89.475405738846
5609785.31565513,3518151.23933974,9127936.55499488,80.3439906501905,44458,"strategy","prob_AH_pxlvd","0.75 * general_params$prob_AH_pxlvd",0.00537975,9127936.55499488,80.3439906501905
5603540.02272016,3827192.49380942,9430732.51652958,98.5043645379941,44458,"strategy","prob_AH_pxlvd","1.25 * general_params$prob_AH_pxlvd",0.00896625,9430732.51652958,98.5043645379941
5606704.73952202,3673544.66987008,9280249.40939211,89.475405738846,44458,"strategy","prob_AH_syntc","0.75 * general_params$prob_AH_syntc",0.048387,9280249.40939211,89.475405738846
5606704.73952202,3673544.66987008,9280249.40939211,89.475405738846,44458,"strategy","prob_AH_syntc","1.25 * general_params$prob_AH_syntc",0.080645,9280249.40939211,89.475405738846
