"cost_drugs","cost_items","cost_total","count_deaths",".n_indiv",".strategy_names",".par_names",".par_value",".par_value_eval",".cost",".effect"
896078.184634722,1775991.29306146,2672069.47769618,235.665528473094,7758,"strategy","rrr_pxlvd","0.7213",0.7213,2672069.47769618,235.665528473094
913599.344399765,2129793.84028416,3043393.18468392,53.3906509174793,7758,"strategy","rrr_pxlvd","0.9556",0.9556,3043393.18468392,53.3906509174793
908133.01248952,1996344.93026875,2904477.94275827,118.449901388042,7758,"strategy","rrr_rmsvr","0.4141",0.4141,2904477.94275827,118.449901388042
908133.01248952,1996344.93026875,2904477.94275827,118.449901388042,7758,"strategy","rrr_rmsvr","0.9688",0.9688,2904477.94275827,118.449901388042
539463.527747806,1996344.93026875,2535808.45801655,118.449901388042,7758,"strategy","cost_A_pxlvd_drugs","51.6",51.6,2535808.45801655,118.449901388042
1972706.48086621,1996344.93026875,3969051.41113496,118.449901388042,7758,"strategy","cost_A_pxlvd_drugs","262.6",262.6,3969051.41113496,118.449901388042
908579.524397034,1975808.63588447,2884388.1602815,117.027227304427,7758,"strategy","prob_AH_pxlvd","0.75 * general_params$prob_AH_pxlvd",0.00537975,2884388.1602815,117.027227304427
907675.630214031,2016650.53340659,2924326.16362062,119.85660897473,7758,"strategy","prob_AH_pxlvd","1.25 * general_params$prob_AH_pxlvd",0.00896625,2924326.16362062,119.85660897473
908133.01248952,1996344.93026875,2904477.94275827,118.449901388042,7758,"strategy","prob_AH_syntc","0.75 * general_params$prob_AH_syntc",0.048387,2904477.94275827,118.449901388042
908133.01248952,1996344.93026875,2904477.94275827,118.449901388042,7758,"strategy","prob_AH_syntc","1.25 * general_params$prob_AH_syntc",0.080645,2904477.94275827,118.449901388042
