"cost_drugs","cost_items","cost_total","count_deaths",".n_indiv",".strategy_names",".par_names",".par_value",".par_value_eval",".cost",".effect"
50993.0226902214,358554.561252654,409547.583942875,1541.34218998612,1134,"strategy","rrr_pxlvd","0.7213",0.7213,409547.583942875,1541.34218998612
50993.0226902214,358554.561252654,409547.583942875,1541.34218998612,1134,"strategy","rrr_pxlvd","0.9556",0.9556,409547.583942875,1541.34218998612
50993.0226902214,358554.561252654,409547.583942875,1541.34218998612,1134,"strategy","rrr_rmsvr","0.4141",0.4141,409547.583942875,1541.34218998612
50993.0226902214,358554.561252654,409547.583942875,1541.34218998612,1134,"strategy","rrr_rmsvr","0.9688",0.9688,409547.583942875,1541.34218998612
50993.0226902214,358554.561252654,409547.583942875,1541.34218998612,1134,"strategy","cost_A_pxlvd_drugs","51.6",51.6,409547.583942875,1541.34218998612
50993.0226902214,358554.561252654,409547.583942875,1541.34218998612,1134,"strategy","cost_A_pxlvd_drugs","262.6",262.6,409547.583942875,1541.34218998612
50993.0226902214,358554.561252654,409547.583942875,1541.34218998612,1134,"strategy","prob_AH_pxlvd","0.75 * general_params$prob_AH_pxlvd",0.00537975,409547.583942875,1541.34218998612
50993.0226902214,358554.561252654,409547.583942875,1541.34218998612,1134,"strategy","prob_AH_pxlvd","1.25 * general_params$prob_AH_pxlvd",0.00896625,409547.583942875,1541.34218998612
49540.5907412355,346178.086402218,395718.677143453,1480.84249021799,1134,"strategy","prob_AH_syntc","0.75 * general_params$prob_AH_syntc",0.048387,395718.677143453,1480.84249021799
52331.513765022,369941.688603501,422273.202368523,1596.86252056369,1134,"strategy","prob_AH_syntc","1.25 * general_params$prob_AH_syntc",0.080645,422273.202368523,1596.86252056369
