"cost_drugs","cost_items","cost_total","count_deaths",".n_indiv",".strategy_names",".par_names",".par_value",".par_value_eval",".cost",".effect"
22871205.4190869,12144595.9274807,35015801.3465676,309.621369906757,211293,"strategy","rrr_pxlvd","0.7213",0.7213,35015801.3465676,309.621369906757
22881562.8185048,12709008.8495087,35590571.6680136,75.7273063777096,211293,"strategy","rrr_pxlvd","0.9556",0.9556,35590571.6680136,75.7273063777096
22878281.2443163,12491160.8501683,35369442.0944846,163.790467230634,211293,"strategy","rrr_rmsvr","0.4141",0.4141,35369442.0944846,163.790467230634
22878281.2443163,12491160.8501683,35369442.0944846,163.790467230634,211293,"strategy","rrr_rmsvr","0.9688",0.9688,35369442.0944846,163.790467230634
11495638.6439854,12491160.8501683,23986799.4941537,163.790467230634,211293,"strategy","cost_A_pxlvd_drugs","51.6",51.6,23986799.4941537,163.790467230634
55746906.9750738,12491160.8501683,68238067.8252421,163.790467230634,211293,"strategy","cost_A_pxlvd_drugs","262.6",262.6,68238067.8252421,163.790467230634
22889622.8800888,11839090.660914,34728713.5410027,134.172621812541,211293,"strategy","prob_AH_pxlvd","0.75 * general_params$prob_AH_pxlvd",0.00537975,34728713.5410027,134.172621812541
22866576.5112477,13135906.110121,36002482.6213687,193.076159367724,211293,"strategy","prob_AH_pxlvd","1.25 * general_params$prob_AH_pxlvd",0.00896625,36002482.6213687,193.076159367724
22878281.2443163,12491160.8501683,35369442.0944846,163.790467230634,211293,"strategy","prob_AH_syntc","0.75 * general_params$prob_AH_syntc",0.048387,35369442.0944846,163.790467230634
22878281.2443163,12491160.8501683,35369442.0944846,163.790467230634,211293,"strategy","prob_AH_syntc","1.25 * general_params$prob_AH_syntc",0.080645,35369442.0944846,163.790467230634
