"cost_drugs","cost_items","cost_total","count_drugs",".n_indiv",".strategy_names",".par_names",".par_value",".par_value_eval",".cost",".effect"
28411.7240172144,192868.000379935,221279.724397149,0,919,"strategy","rrr_pxlvd","0.7213",0.7213,221279.724397149,0
28411.7240172144,192868.000379935,221279.724397149,0,919,"strategy","rrr_pxlvd","0.9556",0.9556,221279.724397149,0
28411.7240172144,192868.000379935,221279.724397149,0,919,"strategy","rrr_rmsvr","0.4141",0.4141,221279.724397149,0
28411.7240172144,192868.000379935,221279.724397149,0,919,"strategy","rrr_rmsvr","0.9688",0.9688,221279.724397149,0
28411.7240172144,192868.000379935,221279.724397149,0,919,"strategy","cost_A_pxlvd_drugs","51.6",51.6,221279.724397149,0
28411.7240172144,192868.000379935,221279.724397149,0,919,"strategy","cost_A_pxlvd_drugs","262.6",262.6,221279.724397149,0
28411.7240172144,192868.000379935,221279.724397149,0,919,"strategy","prob_AH_pxlvd","0.75 * general_params$prob_AH_pxlvd",0.00537975,221279.724397149,0
28411.7240172144,192868.000379935,221279.724397149,0,919,"strategy","prob_AH_pxlvd","1.25 * general_params$prob_AH_pxlvd",0.00896625,221279.724397149,0
26586.5507002558,177127.725895419,203714.276595675,0,919,"strategy","prob_AH_syntc","0.75 * general_params$prob_AH_syntc",0.048387,203714.276595675,0
30099.081101178,207378.738726814,237477.819827992,0,919,"strategy","prob_AH_syntc","1.25 * general_params$prob_AH_syntc",0.080645,237477.819827992,0
