"cost_drugs","cost_items","cost_total","count_deaths",".n_indiv",".strategy_names",".par_names",".par_value",".par_value_eval",".cost",".effect"
40352148.2964985,21181347.4841185,61533495.780617,455.555026284126,377058,"strategy","rrr_pxlvd","0.7213",0.7213,61533495.780617,455.555026284126
40360446.2639938,22063952.022678,62424398.2866718,115.377070074274,377058,"strategy","rrr_pxlvd","0.9556",0.9556,62424398.2866718,115.377070074274
40357591.7911172,21719798.0424271,62077389.8335443,246.975124910496,377058,"strategy","rrr_rmsvr","0.4141",0.4141,62077389.8335443,246.975124910496
40357591.7911172,21719798.0424271,62077389.8335443,246.975124910496,377058,"strategy","rrr_rmsvr","0.9688",0.9688,62077389.8335443,246.975124910496
20261361.7036384,21719798.0424271,41981159.7460655,246.975124910496,377058,"strategy","cost_A_pxlvd_drugs","51.6",51.6,41981159.7460655,246.975124910496
98387654.6277842,21719798.0424271,120107452.670211,246.975124910496,377058,"strategy","cost_A_pxlvd_drugs","262.6",262.6,120107452.670211,246.975124910496
40376777.5255488,20562383.4650161,60939160.9905649,199.592832550274,377058,"strategy","prob_AH_pxlvd","0.75 * general_params$prob_AH_pxlvd",0.00537975,60939160.9905649,199.592832550274
40337755.5873325,22864211.0306982,63201966.6180307,293.826169140714,377058,"strategy","prob_AH_pxlvd","1.25 * general_params$prob_AH_pxlvd",0.00896625,63201966.6180307,293.826169140714
40357591.7911172,21719798.0424271,62077389.8335443,246.975124910496,377058,"strategy","prob_AH_syntc","0.75 * general_params$prob_AH_syntc",0.048387,62077389.8335443,246.975124910496
40357591.7911172,21719798.0424271,62077389.8335443,246.975124910496,377058,"strategy","prob_AH_syntc","1.25 * general_params$prob_AH_syntc",0.080645,62077389.8335443,246.975124910496
