"cost_drugs","cost_items","cost_total","count_deaths",".n_indiv",".strategy_names",".par_names",".par_value",".par_value_eval",".cost",".effect"
12563133.0021807,6994347.70850232,19557480.710683,235.73721627839,115179,"strategy","rrr_pxlvd","0.7213",0.7213,19557480.710683,235.73721627839
12574496.5488931,7397529.95929496,19972026.508188,55.8384613715095,115179,"strategy","rrr_pxlvd","0.9556",0.9556,19972026.508188,55.8384613715095
12570978.4143529,7243424.31172944,19814402.7260823,121.986723149081,115179,"strategy","rrr_rmsvr","0.4141",0.4141,19814402.7260823,121.986723149081
12570978.4143529,7243424.31172944,19814402.7260823,121.986723149081,115179,"strategy","rrr_rmsvr","0.9688",0.9688,19814402.7260823,121.986723149081
6337516.53978916,7243424.31172944,13580940.8515186,121.986723149081,115179,"strategy","cost_A_pxlvd_drugs","51.6",51.6,13580940.8515186,121.986723149081
30570781.4966375,7243424.31172944,37814205.808367,121.986723149081,115179,"strategy","cost_A_pxlvd_drugs","262.6",262.6,37814205.808367,121.986723149081
12577526.3208365,6888814.06765052,19466340.388487,103.794020147433,115179,"strategy","prob_AH_pxlvd","0.75 * general_params$prob_AH_pxlvd",0.00537975,19466340.388487,103.794020147433
12564235.4502675,7594051.07770811,20158286.5279756,139.975350573738,115179,"strategy","prob_AH_pxlvd","1.25 * general_params$prob_AH_pxlvd",0.00896625,20158286.5279756,139.975350573738
12570978.4143529,7243424.31172944,19814402.7260823,121.986723149081,115179,"strategy","prob_AH_syntc","0.75 * general_params$prob_AH_syntc",0.048387,19814402.7260823,121.986723149081
12570978.4143529,7243424.31172944,19814402.7260823,121.986723149081,115179,"strategy","prob_AH_syntc","1.25 * general_params$prob_AH_syntc",0.080645,19814402.7260823,121.986723149081
