"cost_drugs","cost_items","cost_total","count_deaths",".n_indiv",".strategy_names",".par_names",".par_value",".par_value_eval",".cost",".effect"
7015495.29254371,4512369.32649539,11527864.6190391,155.507235233975,58403,"strategy","rrr_pxlvd","0.7213",0.7213,11527864.6190391,155.507235233975
7018829.53978392,4810019.50634894,11828849.0461329,39.1311599941541,58403,"strategy","rrr_pxlvd","0.9556",0.9556,11828849.0461329,39.1311599941541
7017708.4260373,4694106.88758714,11711815.3136244,83.9177358775531,58403,"strategy","rrr_rmsvr","0.4141",0.4141,11711815.3136244,83.9177358775531
7017708.4260373,4694106.88758714,11711815.3136244,83.9177358775531,58403,"strategy","rrr_rmsvr","0.9688",0.9688,11711815.3136244,83.9177358775531
3574559.40747251,4694106.88758714,8268666.29505965,83.9177358775531,58403,"strategy","cost_A_pxlvd_drugs","51.6",51.6,8268666.29505965,83.9177358775531
16960177.8859096,4694106.88758714,21654284.7734967,83.9177358775531,58403,"strategy","cost_A_pxlvd_drugs","262.6",262.6,21654284.7734967,83.9177358775531
7021097.00901806,4496550.46945827,11517647.4784763,75.2053871455902,58403,"strategy","prob_AH_pxlvd","0.75 * general_params$prob_AH_pxlvd",0.00537975,11517647.4784763,75.2053871455902
7014210.86415534,4889453.85496486,11903664.7191202,92.5245908905856,58403,"strategy","prob_AH_pxlvd","1.25 * general_params$prob_AH_pxlvd",0.00896625,11903664.7191202,92.5245908905856
7017708.4260373,4694106.88758714,11711815.3136244,83.9177358775531,58403,"strategy","prob_AH_syntc","0.75 * general_params$prob_AH_syntc",0.048387,11711815.3136244,83.9177358775531
7017708.4260373,4694106.88758714,11711815.3136244,83.9177358775531,58403,"strategy","prob_AH_syntc","1.25 * general_params$prob_AH_syntc",0.080645,11711815.3136244,83.9177358775531
