"cost_drugs","cost_items","cost_total","count_deaths",".n_indiv",".strategy_names",".par_names",".par_value",".par_value_eval",".cost",".effect"
4420459.60304841,3151600.03277737,7572059.63582578,211.000790133869,36751,"strategy","rrr_pxlvd","0.7213",0.7213,7572059.63582578,211.000790133869
4434829.70356723,3479302.77805788,7914132.48162511,48.1938312296121,36751,"strategy","rrr_pxlvd","0.9556",0.9556,7914132.48162511,48.1938312296121
4430374.79229919,3355441.29048003,7785816.08277922,106.591617487315,36751,"strategy","rrr_rmsvr","0.4141",0.4141,7785816.08277922,106.591617487315
4430374.79229919,3355441.29048003,7785816.08277922,106.591617487315,36751,"strategy","rrr_rmsvr","0.9688",0.9688,7785816.08277922,106.591617487315
2277933.86647596,3355441.29048003,5633375.15695598,106.591617487315,36751,"strategy","cost_A_pxlvd_drugs","51.6",51.6,5633375.15695598,106.591617487315
10645783.4353143,3355441.29048003,14001224.7257943,106.591617487315,36751,"strategy","cost_A_pxlvd_drugs","262.6",262.6,14001224.7257943,106.591617487315
4432874.24758181,3234749.53429773,7667623.78187954,98.9131630363958,36751,"strategy","prob_AH_pxlvd","0.75 * general_params$prob_AH_pxlvd",0.00537975,7667623.78187954,98.9131630363958
4427810.66151866,3474777.25499471,7902587.91651337,114.183907019521,36751,"strategy","prob_AH_pxlvd","1.25 * general_params$prob_AH_pxlvd",0.00896625,7902587.91651337,114.183907019521
4430374.79229919,3355441.29048003,7785816.08277922,106.591617487315,36751,"strategy","prob_AH_syntc","0.75 * general_params$prob_AH_syntc",0.048387,7785816.08277922,106.591617487315
4430374.79229919,3355441.29048003,7785816.08277922,106.591617487315,36751,"strategy","prob_AH_syntc","1.25 * general_params$prob_AH_syntc",0.080645,7785816.08277922,106.591617487315
