"cost_drugs","cost_items","cost_total","count_deaths",".n_indiv",".strategy_names",".par_names",".par_value",".par_value_eval",".cost",".effect"
18402990.5358957,10090035.8822612,28493026.4181569,331.206521861109,167430,"strategy","rrr_pxlvd","0.7213",0.7213,28493026.4181569,331.206521861109
18419304.4612265,10653769.4168758,29073073.8781023,78.279060794432,167430,"strategy","rrr_pxlvd","0.9556",0.9556,29073073.8781023,78.279060794432
18414257.2968721,10438455.1816175,28852712.4784896,171.134792131878,167430,"strategy","rrr_rmsvr","0.4141",0.4141,28852712.4784896,171.134792131878
18414257.2968721,10438455.1816175,28852712.4784896,171.134792131878,167430,"strategy","rrr_rmsvr","0.9688",0.9688,28852712.4784896,171.134792131878
9273715.7376622,10438455.1816175,19712170.9192797,171.134792131878,167430,"strategy","cost_A_pxlvd_drugs","51.6",51.6,19712170.9192797,171.134792131878
44808570.9931812,10438455.1816175,55247026.1747987,171.134792131878,167430,"strategy","cost_A_pxlvd_drugs","262.6",262.6,55247026.1747987,171.134792131878
18423900.598989,9918773.49061196,28342674.0896009,144.213572212703,167430,"strategy","prob_AH_pxlvd","0.75 * general_params$prob_AH_pxlvd",0.00537975,28342674.0896009,144.213572212703
18404328.4368988,10952299.0788831,29356627.5157819,197.754019210918,167430,"strategy","prob_AH_pxlvd","1.25 * general_params$prob_AH_pxlvd",0.00896625,29356627.5157819,197.754019210918
18414257.2968721,10438455.1816175,28852712.4784896,171.134792131878,167430,"strategy","prob_AH_syntc","0.75 * general_params$prob_AH_syntc",0.048387,28852712.4784896,171.134792131878
18414257.2968721,10438455.1816175,28852712.4784896,171.134792131878,167430,"strategy","prob_AH_syntc","1.25 * general_params$prob_AH_syntc",0.080645,28852712.4784896,171.134792131878
