"cost_drugs","cost_items","cost_total","count_deaths",".n_indiv",".strategy_names",".par_names",".par_value",".par_value_eval",".cost",".effect"
2169127.00470043,1996597.6787715,4165724.68347193,176.205459457176,19780,"strategy","rrr_pxlvd","0.7213",0.7213,4165724.68347193,176.205459457176
2181472.78333598,2267243.22685027,4448716.01018625,40.1249711654421,19780,"strategy","rrr_pxlvd","0.9556",0.9556,4448716.01018625,40.1249711654421
2177640.42393223,2165014.58487146,4342655.00880369,88.8409016799886,19780,"strategy","rrr_rmsvr","0.4141",0.4141,4342655.00880369,88.8409016799886
2177640.42393223,2165014.58487146,4342655.00880369,88.8409016799886,19780,"strategy","rrr_rmsvr","0.9688",0.9688,4342655.00880369,88.8409016799886
1148280.88445091,2165014.58487146,3313295.46932237,88.8409016799886,19780,"strategy","cost_A_pxlvd_drugs","51.6",51.6,3313295.46932237,88.8409016799886
5150028.70260951,2165014.58487146,7315043.28748097,88.8409016799886,19780,"strategy","cost_A_pxlvd_drugs","262.6",262.6,7315043.28748097,88.8409016799886
2178849.79319287,2107400.20400069,4286249.99719356,85.0871635193686,19780,"strategy","prob_AH_pxlvd","0.75 * general_params$prob_AH_pxlvd",0.00537975,4286249.99719356,85.0871635193686
2176400.28393152,2221981.76336306,4398382.04729458,92.552515786216,19780,"strategy","prob_AH_pxlvd","1.25 * general_params$prob_AH_pxlvd",0.00896625,4398382.04729458,92.552515786216
2177640.42393223,2165014.58487146,4342655.00880369,88.8409016799886,19780,"strategy","prob_AH_syntc","0.75 * general_params$prob_AH_syntc",0.048387,4342655.00880369,88.8409016799886
2177640.42393223,2165014.58487146,4342655.00880369,88.8409016799886,19780,"strategy","prob_AH_syntc","1.25 * general_params$prob_AH_syntc",0.080645,4342655.00880369,88.8409016799886
