"model_time","cost_drugs","cost_items","cost_total","count_drugs"
1,11502625.9139612,12886165.1418813,24388791.0558425,108595.00058337
2,7932035.68203638,923930.230152601,8855965.91218899,74061.7903978583
3,5477479.11750753,844450.575892238,6321929.69339977,50510.1410513394
4,3745073.76002162,669644.466026744,4414718.22604837,34447.9161970135
5,2555549.1423524,507221.619488653,3062770.76184105,23493.4788463632
6,174797.628709228,374785.757556678,549583.386265907,16022.5525732197
7,119264.144316821,272392.334539547,391656.478856369,10927.3808549358
8,81368.5646906983,195576.367260925,276944.931951623,7452.47374306623
9,55508.1229253798,139109.776079897,194617.899005277,5082.58709277117
10,37864.9191265809,98212.5001690228,136077.419295604,3466.32439726994
11,25827.0637756442,68930.5808258941,94757.6446015383,2364.0332389381
12,17616.2349318971,48146.8418705855,65763.0768024827,1612.27066895578
13,12014.8512790398,33499.1786858486,45514.0299648885,1099.56859622784
14,8194.66170819965,23232.4566119764,31427.1183201761,749.905782627389
15,5588.78423784577,16070.3227767023,21659.1070145481,511.435743751879
16,3811.83161789189,11091.8468187256,14903.6784366175,348.799177238781
17,2599.77007885165,7641.34993065631,10241.120009508,237.881038876849
18,1773.04686278345,5256.09163188486,7029.13849466831,162.234868514011
19,1209.22506163586,3610.63865861934,4819.8637202552,110.644180326555
20,824.675405376701,2477.55658129471,3302.23198667141,75.4593309827108
21,562.417120025138,1698.52162452552,2260.93874455065,51.4632637302088
22,383.572578480514,1163.56303939312,1547.13561787364,35.0979458640024
23,261.602069020935,796.562368346074,1058.16443736701,23.9367990792496
24,178.412918692321,544.992795184501,723.405713876822,16.3248969720482
25,121.673290851784,372.68005185678,494.353342708564,11.1335797349369
26,82.9760508432583,254.7336489356,337.709699778858,7.59310137922696
27,56.5849850519975,174.056968038684,230.641953090681,5.17849514063279
28,38.5895557399112,118.898120278362,157.487676018274,3.53173368591156
