"model_time","cost_drugs","cost_items","cost_total","count_drugs"
1,7794555.82022855,8999384.25407187,16793940.0743004,73563.00032088
2,5415649.85515199,727971.322721601,6143621.17787359,50169.9662188402
3,3716311.80148929,611771.719175951,4328083.52066524,34215.916961249
4,2537745.24242052,474094.366866093,3011839.60928661,23335.2553675718
5,1731265.53675194,355165.626794444,2086431.16354639,15914.644160684
6,118429.534705798,260627.291097577,379056.825803374,10853.7873175865
7,80807.9230072873,188464.2652827,269272.188289987,7402.28295059397
8,55127.0846289028,134780.851532388,189907.936161291,5048.35697230509
9,37603.7222470933,95563.8248042107,133167.547051304,3442.97945511207
10,25648.913548839,67302.7711334898,92951.6846823287,2348.11198838643
11,17495.0261629576,47143.6643999152,64638.6905628728,1601.41237607955
12,11932.9224920991,32874.9595427364,44807.8820348355,1092.16324048625
13,8138.25292321863,22840.6284555493,30978.881378768,744.855330011623
14,5550.05174105582,15820.7152159419,21370.7669569978,507.991335067926
15,3784.75671577536,10930.8785470225,14715.6352627978,346.450090516326
16,2580.94453595589,7536.60904163976,10117.5535775956,236.278961732134
17,1759.99035297205,5187.17552436569,6947.16587733774,161.142251901316
18,1200.14440241329,3565.02168240245,4765.16608481574,109.899015796697
19,818.416000269524,2447.21114336114,3265.62714363066,74.9511287733475
20,558.105395722552,1678.05256323444,2236.15795895699,51.116669823423
21,380.561951789654,1149.68089179357,1530.24284358322,34.8615688195745
22,259.52245117635,787.11895082105,1046.6414019974,23.7755899349498
23,176.977484636323,538.548480386826,715.525965023149,16.2149523356357
24,120.684636618813,368.27833470033,488.962971319143,11.0585974929036
25,82.2976266748507,251.73220957116,334.029836246011,7.54196349016024
26,56.121753044021,172.006105161643,228.127858205664,5.14361910028928
27,38.2719000648581,117.492933049021,155.764833113879,3.50794822639729
28,26.0992963106835,80.2368528733907,106.336149184074,2.39242069040295
