"model_time","cost_drugs","cost_items","cost_total","count_drugs"
1,788607.394767729,1713406.85954797,2502014.2543157,7368.99996378
2,669997.550661275,379169.064618277,1049166.61527955,5025.65797529796
3,389659.291791659,180744.424692531,570403.716484191,3427.49873915321
4,256725.074875165,109425.014824526,366150.089699691,2337.55414010249
5,173875.243155128,70755.5141476036,244630.757302731,1594.2119235499
6,11986.8579762954,46534.3547643277,58521.212740623,1087.25253186103
7,8143.96875027498,30792.4657242703,38936.4344745453,741.506226729222
8,5544.68967531473,20450.9710305045,25995.6607058193,505.707246629329
9,3776.74566633695,13623.2979479314,17400.0436142683,344.892342201202
10,2572.98461194952,9097.64691946372,11670.6315314132,235.21657738122
11,1752.73012038055,6089.57355034826,7842.30367072881,160.417705773992
12,1194.20506399121,4084.36457626091,5278.56964025212,109.404875337863
13,813.626159363061,2744.36899443417,3557.99515379723,74.6141249804223
14,554.3728842293,1847.11889350905,2401.49177773835,50.886833236648
15,377.781803489794,1245.05492154384,1622.83672503363,34.7048202673939
16,257.450094654559,840.232081802468,1097.68217645703,23.6686874223627
17,175.43339407029,567.701557852158,743.134951922448,16.1419405119819
18,119.565607643556,383.982191058795,503.547798702351,11.008732290164
19,81.4960878203357,259.978573198038,341.474661018374,7.50790690540215
20,55.5552336330344,176.166680534489,231.721914167523,5.12035942145211
21,37.8713783459002,119.464718561969,157.33609690787,3.49206255953823
22,25.8187275049378,81.0650471327729,106.883774637711,2.3815712757661
23,17.6017609550499,55.0405640373061,72.642324992356,1.62422111427013
24,12.0006918696602,37.3906277477116,49.3913196173718,1.10771164184128
25,8.1822437230015,25.4120895498541,33.5943332728556,0.755454457949272
26,5.57888109627388,17.2772686480096,22.8561497442834,0.515216610964538
27,3.80376423997651,11.7509633411825,15.554727581159,0.351375458071106
28,2.59367354433047,7.99503197771515,10.5887055220456,0.239636513860725
