"model_time","cost_drugs","cost_items","cost_total","count_drugs"
1,8293152.99445318,9407567.67649717,17700720.6709504,78283.9993065
2,5736607.61450745,710634.982239976,6447242.59674743,53389.687527033
3,3951136.34984614,625832.807228256,4576969.1570744,36411.7668934365
4,2700030.68330169,491301.503901024,3191332.18720271,24832.8250213237
5,1842231.05834574,370402.260602818,2212633.31894856,16935.9866645428
6,125981.547086345,272965.91429486,398947.461381206,11550.3429052182
7,85976.315688343,198035.674146163,284011.989834506,7877.33386135878
8,58666.6821133153,142013.0822145,200679.764327815,5372.34169344669
9,40029.4873733448,100920.779128637,140950.266501982,3663.93703493064
10,27309.8150821588,71200.4479745335,98510.2630566923,2498.8050578227
11,18629.060121616,49945.6213083861,68574.6814300021,1704.18504943508
12,12707.7202260198,34874.3056571107,47582.0258831305,1162.25420371472
13,8668.18457902066,24257.4744387639,32925.6590177846,792.657366933442
14,5912.27895283781,16820.5696755711,22732.8486284089,540.592324248607
15,4032.7295189149,11633.4258958714,15666.1554147863,368.68396513755
16,2750.53133407213,8027.68528007997,10778.2166141521,251.442464223809
17,1875.79003835737,5529.23666747876,7405.02670583614,171.483760600638
18,1279.2466436628,3802.79285684306,5082.03950050586,116.951924729635
19,872.4806701103,2612.26487983404,3484.74554994434,79.761212665611
20,595.079153277645,1792.45466387154,2387.53381714918,54.3971470379467
21,405.840437796603,1228.74348256349,1634.58392036009,37.0988542798797
22,276.771994451341,841.54663078621,1118.31862523755,25.3014186188779
23,188.725074381504,575.976898519085,764.701972900589,17.2555674980747
24,128.700345446977,394.032370260525,522.732715707502,11.768297033687
25,87.7751382326349,269.440729993458,357.215868226093,8.02597857697451
26,59.8617944679902,184.162117762967,244.023912230957,5.47371738949662
27,40.8230626063172,125.831301090625,166.654363696943,3.73307525963669
28,27.8403204458113,85.9518569570218,113.792177402833,2.54595732707222
