"cost_drugs","cost_items","cost_total","count_drugs",".n_indiv",".strategy_names",".par_names",".par_value",".par_value_eval",".cost",".effect"
23945.1949794762,161681.228530867,185626.423510343,0,886,"strategy","rrr_pxlvd","0.7213",0.7213,185626.423510343,0
23945.1949794762,161681.228530867,185626.423510343,0,886,"strategy","rrr_pxlvd","0.9556",0.9556,185626.423510343,0
23945.1949794762,161681.228530867,185626.423510343,0,886,"strategy","rrr_rmsvr","0.4141",0.4141,185626.423510343,0
23945.1949794762,161681.228530867,185626.423510343,0,886,"strategy","rrr_rmsvr","0.9688",0.9688,185626.423510343,0
23945.1949794762,161681.228530867,185626.423510343,0,886,"strategy","cost_A_pxlvd_drugs","51.6",51.6,185626.423510343,0
23945.1949794762,161681.228530867,185626.423510343,0,886,"strategy","cost_A_pxlvd_drugs","262.6",262.6,185626.423510343,0
23945.1949794762,161681.228530867,185626.423510343,0,886,"strategy","prob_AH_pxlvd","0.75 * general_params$prob_AH_pxlvd",0.00537975,185626.423510343,0
23945.1949794762,161681.228530867,185626.423510343,0,886,"strategy","prob_AH_pxlvd","1.25 * general_params$prob_AH_pxlvd",0.00896625,185626.423510343,0
22381.9019329658,148208.166457516,170590.068390481,0,886,"strategy","prob_AH_syntc","0.75 * general_params$prob_AH_syntc",0.048387,170590.068390481,0
25387.2655275979,174084.585911908,199471.851439506,0,886,"strategy","prob_AH_syntc","1.25 * general_params$prob_AH_syntc",0.080645,199471.851439506,0
