"cost_drugs","cost_items","cost_total","count_deaths",".n_indiv",".strategy_names",".par_names",".par_value",".par_value_eval",".cost",".effect"
63650.023550743,451080.944620178,514730.968170921,73.7543934747399,1367,"strategy","rrr_pxlvd","0.7213",0.7213,514730.968170921,73.7543934747399
63650.023550743,451080.944620178,514730.968170921,73.7543934747399,1367,"strategy","rrr_pxlvd","0.9556",0.9556,514730.968170921,73.7543934747399
63650.023550743,451080.944620178,514730.968170921,73.7543934747399,1367,"strategy","rrr_rmsvr","0.4141",0.4141,514730.968170921,73.7543934747399
63650.023550743,451080.944620178,514730.968170921,73.7543934747399,1367,"strategy","rrr_rmsvr","0.9688",0.9688,514730.968170921,73.7543934747399
63650.023550743,451080.944620178,514730.968170921,73.7543934747399,1367,"strategy","cost_A_pxlvd_drugs","51.6",51.6,514730.968170921,73.7543934747399
63650.023550743,451080.944620178,514730.968170921,73.7543934747399,1367,"strategy","cost_A_pxlvd_drugs","262.6",262.6,514730.968170921,73.7543934747399
63650.023550743,451080.944620178,514730.968170921,73.7543934747399,1367,"strategy","prob_AH_pxlvd","0.75 * general_params$prob_AH_pxlvd",0.00537975,514730.968170921,73.7543934747399
63650.023550743,451080.944620178,514730.968170921,73.7543934747399,1367,"strategy","prob_AH_pxlvd","1.25 * general_params$prob_AH_pxlvd",0.00896625,514730.968170921,73.7543934747399
61824.8003105362,435292.375020586,497117.175331122,70.6414907388538,1367,"strategy","prob_AH_syntc","0.75 * general_params$prob_AH_syntc",0.048387,497117.175331122,70.6414907388538
65330.9394201909,465600.687448838,530931.626869029,76.5822832162472,1367,"strategy","prob_AH_syntc","1.25 * general_params$prob_AH_syntc",0.080645,530931.626869029,76.5822832162472
