"cost_drugs","cost_items","cost_total","count_deaths",".n_indiv",".strategy_names",".par_names",".par_value",".par_value_eval",".cost",".effect"
58678.697210977,410783.460575597,469462.157786574,1608.01423238044,1651,"strategy","rrr_pxlvd","0.7213",0.7213,469462.157786574,1608.01423238044
58678.697210977,410783.460575597,469462.157786574,1608.01423238044,1651,"strategy","rrr_pxlvd","0.9556",0.9556,469462.157786574,1608.01423238044
58678.697210977,410783.460575597,469462.157786574,1608.01423238044,1651,"strategy","rrr_rmsvr","0.4141",0.4141,469462.157786574,1608.01423238044
58678.697210977,410783.460575597,469462.157786574,1608.01423238044,1651,"strategy","rrr_rmsvr","0.9688",0.9688,469462.157786574,1608.01423238044
58678.697210977,410783.460575597,469462.157786574,1608.01423238044,1651,"strategy","cost_A_pxlvd_drugs","51.6",51.6,469462.157786574,1608.01423238044
58678.697210977,410783.460575597,469462.157786574,1608.01423238044,1651,"strategy","cost_A_pxlvd_drugs","262.6",262.6,469462.157786574,1608.01423238044
58678.697210977,410783.460575597,469462.157786574,1608.01423238044,1651,"strategy","prob_AH_pxlvd","0.75 * general_params$prob_AH_pxlvd",0.00537975,469462.157786574,1608.01423238044
58678.697210977,410783.460575597,469462.157786574,1608.01423238044,1651,"strategy","prob_AH_pxlvd","1.25 * general_params$prob_AH_pxlvd",0.00896625,469462.157786574,1608.01423238044
56166.7668080258,388903.712639474,445070.479447499,1506.15505747556,1651,"strategy","prob_AH_syntc","0.75 * general_params$prob_AH_syntc",0.048387,445070.479447499,1506.15505747556
60991.2945925011,430900.551470427,491891.846062929,1701.60409902477,1651,"strategy","prob_AH_syntc","1.25 * general_params$prob_AH_syntc",0.080645,491891.846062929,1701.60409902477
