"cost_drugs","cost_items","cost_total","count_deaths",".n_indiv",".strategy_names",".par_names",".par_value",".par_value_eval",".cost",".effect"
350578.284644178,671443.789557039,1022022.07420122,49.1663950425429,3490,"strategy","rrr_pxlvd","0.7213",0.7213,1022022.07420122,49.1663950425429
351816.355450353,764222.432493633,1116038.78794399,12.2702290104061,3490,"strategy","rrr_pxlvd","0.9556",0.9556,1116038.78794399,12.2702290104061
351409.606840483,728164.053155189,1079573.65999567,26.3753342558637,3490,"strategy","rrr_rmsvr","0.4141",0.4141,1079573.65999567,26.3753342558637
351409.606840483,728164.053155189,1079573.65999567,26.3753342558637,3490,"strategy","rrr_rmsvr","0.9688",0.9688,1079573.65999567,26.3753342558637
206595.384236634,728164.053155189,934759.437391823,26.3753342558637,3490,"strategy","cost_A_pxlvd_drugs","51.6",51.6,934759.437391823,26.3753342558637
769576.516791438,728164.053155189,1497740.56994663,26.3753342558637,3490,"strategy","cost_A_pxlvd_drugs","262.6",262.6,1497740.56994663,26.3753342558637
351558.320555798,719900.722018444,1071459.04257424,25.9726235555014,3490,"strategy","prob_AH_pxlvd","0.75 * general_params$prob_AH_pxlvd",0.00537975,1071459.04257424,25.9726235555014
351256.414438732,736335.22861653,1087591.64305526,26.7729934420444,3490,"strategy","prob_AH_pxlvd","1.25 * general_params$prob_AH_pxlvd",0.00896625,1087591.64305526,26.7729934420444
351409.606840483,728164.053155189,1079573.65999567,26.3753342558637,3490,"strategy","prob_AH_syntc","0.75 * general_params$prob_AH_syntc",0.048387,1079573.65999567,26.3753342558637
351409.606840483,728164.053155189,1079573.65999567,26.3753342558637,3490,"strategy","prob_AH_syntc","1.25 * general_params$prob_AH_syntc",0.080645,1079573.65999567,26.3753342558637
