"cost_drugs","cost_items","cost_total","count_deaths",".n_indiv",".strategy_names",".par_names",".par_value",".par_value_eval",".cost",".effect"
15196671.7707342,48483052.6255805,63679724.3963147,2381.76605319937,283176,"strategy","rrr_pxlvd","0.7213",0.7213,63679724.3963147,2381.76605319937
15196671.7707342,48483052.6255805,63679724.3963147,2381.76605319937,283176,"strategy","rrr_pxlvd","0.9556",0.9556,63679724.3963147,2381.76605319937
15158816.2035152,41249567.8847006,56408384.0882158,5602.91498356747,283176,"strategy","rrr_rmsvr","0.4141",0.4141,56408384.0882158,5602.91498356747
15218645.7462417,52681864.8005658,67900510.5468075,695.372463584212,283176,"strategy","rrr_rmsvr","0.9688",0.9688,67900510.5468075,695.372463584212
15196671.7707342,48483052.6255805,63679724.3963147,2381.76605319937,283176,"strategy","cost_A_pxlvd_drugs","51.6",51.6,63679724.3963147,2381.76605319937
15196671.7707342,48483052.6255805,63679724.3963147,2381.76605319937,283176,"strategy","cost_A_pxlvd_drugs","262.6",262.6,63679724.3963147,2381.76605319937
15196671.7707342,48483052.6255805,63679724.3963147,2381.76605319937,283176,"strategy","prob_AH_pxlvd","0.75 * general_params$prob_AH_pxlvd",0.00537975,63679724.3963147,2381.76605319937
15196671.7707342,48483052.6255805,63679724.3963147,2381.76605319937,283176,"strategy","prob_AH_pxlvd","1.25 * general_params$prob_AH_pxlvd",0.00896625,63679724.3963147,2381.76605319937
12630873.7376251,41032075.8580283,53662949.5956534,1883.3283413206,283176,"strategy","prob_AH_syntc","0.75 * general_params$prob_AH_syntc",0.048387,53662949.5956534,1883.3283413206
17550589.1508902,55318784.1429492,72869373.2938394,2839.05330991468,283176,"strategy","prob_AH_syntc","1.25 * general_params$prob_AH_syntc",0.080645,72869373.2938394,2839.05330991468
