"cost_drugs","cost_items","cost_total","count_deaths",".n_indiv",".strategy_names",".par_names",".par_value",".par_value_eval",".cost",".effect"
19824027.8005823,10674682.8654606,30498710.6660428,330.694284407645,172212,"strategy","rrr_pxlvd","0.7213",0.7213,30498710.6660428,330.694284407645
19840031.4078686,11239715.9652049,31079747.3730735,78.2950547084992,172212,"strategy","rrr_pxlvd","0.9556",0.9556,31079747.3730735,78.2950547084992
19835077.5265972,11023796.4032404,30858873.9298376,171.074627834366,172212,"strategy","rrr_rmsvr","0.4141",0.4141,30858873.9298376,171.074627834366
19835077.5265972,11023796.4032404,30858873.9298376,171.074627834366,172212,"strategy","rrr_rmsvr","0.9688",0.9688,30858873.9298376,171.074627834366
9977008.58217453,11023796.4032404,21000804.9854149,171.074627834366,172212,"strategy","cost_A_pxlvd_drugs","51.6",51.6,21000804.9854149,171.074627834366
48301330.0427584,11023796.4032404,59325126.4459988,171.074627834366,172212,"strategy","cost_A_pxlvd_drugs","262.6",262.6,59325126.4459988,171.074627834366
19845440.9408195,10463048.2656121,30308489.2064316,142.256111324489,172212,"strategy","prob_AH_pxlvd","0.75 * general_params$prob_AH_pxlvd",0.00537975,30308489.2064316,142.256111324489
19824405.7240392,11578245.4332612,31402651.1573004,199.569873238341,172212,"strategy","prob_AH_pxlvd","1.25 * general_params$prob_AH_pxlvd",0.00896625,31402651.1573004,199.569873238341
19835077.5265972,11023796.4032404,30858873.9298376,171.074627834366,172212,"strategy","prob_AH_syntc","0.75 * general_params$prob_AH_syntc",0.048387,30858873.9298376,171.074627834366
19835077.5265972,11023796.4032404,30858873.9298376,171.074627834366,172212,"strategy","prob_AH_syntc","1.25 * general_params$prob_AH_syntc",0.080645,30858873.9298376,171.074627834366
