"cost_drugs","cost_items","cost_total","count_deaths",".n_indiv",".strategy_names",".par_names",".par_value",".par_value_eval",".cost",".effect"
2758520.78965375,1548141.14126695,4306661.93092071,38.1151227516287,23660,"strategy","rrr_pxlvd","0.7213",0.7213,4306661.93092071,38.1151227516287
2759006.7900749,1623563.05590238,4382569.84597727,9.7785990817554,23660,"strategy","rrr_pxlvd","0.9556",0.9556,4382569.84597727,9.7785990817554
2758826.1999448,1594040.37714583,4352866.57709063,20.8531413140072,23660,"strategy","rrr_rmsvr","0.4141",0.4141,4352866.57709063,20.8531413140072
2758826.1999448,1594040.37714583,4352866.57709063,20.8531413140072,23660,"strategy","rrr_rmsvr","0.9688",0.9688,4352866.57709063,20.8531413140072
1391191.90004144,1594040.37714583,2985232.27718726,20.8531413140072,23660,"strategy","cost_A_pxlvd_drugs","51.6",51.6,2985232.27718726,20.8531413140072
6708019.8554465,1594040.37714583,8302060.23259232,20.8531413140072,23660,"strategy","cost_A_pxlvd_drugs","262.6",262.6,8302060.23259232,20.8531413140072
2760117.47247621,1515167.27830709,4275284.7507833,17.7128971073861,23660,"strategy","prob_AH_pxlvd","0.75 * general_params$prob_AH_pxlvd",0.00537975,4275284.7507833,17.7128971073861
2757490.55866303,1672027.91436959,4429518.47303262,23.957826434909,23660,"strategy","prob_AH_pxlvd","1.25 * general_params$prob_AH_pxlvd",0.00896625,4429518.47303262,23.957826434909
2758826.1999448,1594040.37714583,4352866.57709063,20.8531413140072,23660,"strategy","prob_AH_syntc","0.75 * general_params$prob_AH_syntc",0.048387,4352866.57709063,20.8531413140072
2758826.1999448,1594040.37714583,4352866.57709063,20.8531413140072,23660,"strategy","prob_AH_syntc","1.25 * general_params$prob_AH_syntc",0.080645,4352866.57709063,20.8531413140072
