"cost_drugs","cost_items","cost_total","count_deaths",".n_indiv",".strategy_names",".par_names",".par_value",".par_value_eval",".cost",".effect"
502056.645816884,776369.712479917,1278426.3582968,102.234413282354,4692,"strategy","rrr_pxlvd","0.7213",0.7213,1278426.3582968,102.234413282354
510038.434000046,926572.481737446,1436610.91573749,23.0763130600293,4692,"strategy","rrr_pxlvd","0.9556",0.9556,1436610.91573749,23.0763130600293
507534.926250829,869967.37129389,1377502.29754472,51.276179919695,4692,"strategy","rrr_rmsvr","0.4141",0.4141,1377502.29754472,51.276179919695
507534.926250829,869967.37129389,1377502.29754472,51.276179919695,4692,"strategy","rrr_rmsvr","0.9688",0.9688,1377502.29754472,51.276179919695
287811.667903636,869967.37129389,1157779.03919753,51.276179919695,4692,"strategy","cost_A_pxlvd_drugs","51.6",51.6,1157779.03919753,51.276179919695
1142009.87170387,869967.37129389,2011977.24299776,51.276179919695,4692,"strategy","cost_A_pxlvd_drugs","262.6",262.6,2011977.24299776,51.276179919695
507808.826518813,857785.309288487,1365594.1358073,50.3827199824974,4692,"strategy","prob_AH_pxlvd","0.75 * general_params$prob_AH_pxlvd",0.00537975,1365594.1358073,50.3827199824974
507254.634841233,882012.587987901,1389267.22282913,52.1596118930892,4692,"strategy","prob_AH_pxlvd","1.25 * general_params$prob_AH_pxlvd",0.00896625,1389267.22282913,52.1596118930892
507534.926250829,869967.37129389,1377502.29754472,51.276179919695,4692,"strategy","prob_AH_syntc","0.75 * general_params$prob_AH_syntc",0.048387,1377502.29754472,51.276179919695
507534.926250829,869967.37129389,1377502.29754472,51.276179919695,4692,"strategy","prob_AH_syntc","1.25 * general_params$prob_AH_syntc",0.080645,1377502.29754472,51.276179919695
